Parent	Child	EdgeType
1680	VPS45	Gene-Term
1680	ZFYVE20	Gene-Term
1681	TSC1	Gene-Term
1681	TBC1D7	Gene-Term
1682	USP46	Gene-Term
1682	WDR48	Gene-Term
1683	ACTB	Gene-Term
1683	CFL1	Gene-Term
1684	CAMK2B	Gene-Term
1684	CAMK2D	Gene-Term
1685	AGER	Gene-Term
1685	S100B	Gene-Term
1686	MAPK1	Gene-Term
1686	RPS6KA1	Gene-Term
1687	DARS	Gene-Term
1687	EPRS	Gene-Term
1688	BRAF	Gene-Term
1688	MAP2K1	Gene-Term
1689	COPS4	Gene-Term
1689	COPS7B	Gene-Term
1690	YWHAZ	Gene-Term
1690	YWHAB	Gene-Term
1691	VPS4B	Gene-Term
1691	CHMP2B	Gene-Term
1692	EGFR	Gene-Term
1692	EGF	Gene-Term
1693	FGFR2	Gene-Term
1693	FGF1	Gene-Term
1694	NRP1	Gene-Term
1694	SEMA3A	Gene-Term
1695	PLCG1	Gene-Term
1695	PDGFRB	Gene-Term
1696	SNAP29	Gene-Term
1696	STX17	Gene-Term
1697	SEPT6	Gene-Term
1697	SEPT2	Gene-Term
1698	RELA	Gene-Term
1698	CREBBP	Gene-Term
1699	RPS18	Gene-Term
1699	EIF1AX	Gene-Term
1700	ABI1	Gene-Term
1700	WASF2	Gene-Term
1701	EIF3A	Gene-Term
1701	EIF3CL	Gene-Term
1702	PTCH1	Gene-Term
1702	SHH	Gene-Term
1703	ITGB1	Gene-Term
1703	ITGA5	Gene-Term
1704	ANK1	Gene-Term
1704	ITGAM	Gene-Term
1705	CRHR2	Gene-Term
1705	CRH	Gene-Term
1706	DROSHA	Gene-Term
1706	DGCR8	Gene-Term
1707	STX6	Gene-Term
1707	VPS51	Gene-Term
1708	HMGCR	Gene-Term
1708	HMGCS1	Gene-Term
1709	PRKCI	Gene-Term
1709	PARD3	Gene-Term
1710	PSMA3	Gene-Term
1710	PSMB10	Gene-Term
1711	EFNA5	Gene-Term
1711	EPHA3	Gene-Term
1711	EPHA2	Gene-Term
1712	NCK2	Gene-Term
1712	ILK	Gene-Term
1712	LIMS1	Gene-Term
1713	PPP1CA	Gene-Term
1713	RGMA	Gene-Term
1713	BMPR2	Gene-Term
1714	PPP2CA	Gene-Term
1714	STRN4	Gene-Term
1714	DYNLL2	Gene-Term
1715	GNB5	Gene-Term
1715	RGS7	Gene-Term
1715	CCT5	Gene-Term
1716	PPP3CC	Gene-Term
1716	PPP3CA	Gene-Term
1716	PPP3R1	Gene-Term
1717	ARPC2	Gene-Term
1717	ACTR2	Gene-Term
1717	ARPC5	Gene-Term
1718	LRFN3	Gene-Term
1718	FLOT1	Gene-Term
1718	FLOT2	Gene-Term
1719	HRAS	Gene-Term
1719	RAF1	Gene-Term
1719	PIK3CA	Gene-Term
1720	VAMP4	Gene-Term
1720	STX6	Gene-Term
1720	VTI1A	Gene-Term
1721	RPS3	Gene-Term
1721	WASF3	Gene-Term
1721	LTV1	Gene-Term
1722	RPL23	Gene-Term
1722	RPS14	Gene-Term
1722	SEC61A1	Gene-Term
1723	RAB5A	Gene-Term
1723	RABEP1	Gene-Term
1723	RABGEF1	Gene-Term
1724	PABPC1	Gene-Term
1724	GSPT1	Gene-Term
1724	GSPT2	Gene-Term
1725	GSG1L	Gene-Term
1725	VWC2	Gene-Term
1725	NRN1	Gene-Term
1726	PABPC1	Gene-Term
1726	EIF4E	Gene-Term
1726	EIF4G1	Gene-Term
1727	C11orf85	Gene-Term
1727	CCDC79	Gene-Term
1727	C15orf43	Gene-Term
1728	FGB	Gene-Term
1728	FGA	Gene-Term
1728	FGG	Gene-Term
1729	ITGB3	Gene-Term
1729	ITGAV	Gene-Term
1729	ITGA2B	Gene-Term
1730	PPP2CA	Gene-Term
1730	PPP2R2A	Gene-Term
1730	PPP2R1A	Gene-Term
1731	EFNB2	Gene-Term
1731	EPHB4	Gene-Term
1731	EPHA5	Gene-Term
1732	ACTN1	Gene-Term
1732	VCL	Gene-Term
1732	ACTN4	Gene-Term
1733	CDC20	Gene-Term
1733	TRIP13	Gene-Term
1733	MAD2L1	Gene-Term
1734	PSMA3	Gene-Term
1734	PSMA7	Gene-Term
1734	PSMB9	Gene-Term
1735	CYFIP1	Gene-Term
1735	CYFIP2	Gene-Term
1735	NCKAP1L	Gene-Term
1736	PPP2CA	Gene-Term
1736	GSK3B	Gene-Term
1736	AKT3	Gene-Term
1737	EGFR	Gene-Term
1737	SOS1	Gene-Term
1737	GRB2	Gene-Term
1738	AKT1	Gene-Term
1738	NOS3	Gene-Term
1738	FOXO3	Gene-Term
1739	COL4A5	Gene-Term
1739	ITGB1	Gene-Term
1739	COL13A1	Gene-Term
1740	GSK3B	Gene-Term
1740	CTNNB1	Gene-Term
1740	AXIN1	Gene-Term
1741	ILK	Gene-Term
1741	LIMS2	Gene-Term
1741	PARVA	Gene-Term
1741	PARVB	Gene-Term
1742	STX2	Gene-Term
1742	SNAP23	Gene-Term
1742	SNAP29	Gene-Term
1742	VAMP8	Gene-Term
1743	RPS3	Gene-Term
1743	EIF3A	Gene-Term
1743	EIF3B	Gene-Term
1743	EIF3G	Gene-Term
1744	RHEB	Gene-Term
1744	EIF4EBP1	Gene-Term
1744	MTOR	Gene-Term
1744	RPTOR	Gene-Term
1745	RAB11A	Gene-Term
1745	MYO5B	Gene-Term
1745	RAB11FIP3	Gene-Term
1745	RAB11FIP2	Gene-Term
1746	DYSF	Gene-Term
1746	RPL5	Gene-Term
1746	SYPL2	Gene-Term
1746	ADD2	Gene-Term
1747	CD3E	Gene-Term
1747	DBNL	Gene-Term
1747	CD6	Gene-Term
1747	CD3D	Gene-Term
1748	USP14	Gene-Term
1748	UBA52	Gene-Term
1748	VCP	Gene-Term
1748	PLAA	Gene-Term
1749	HRAS	Gene-Term
1749	MAPK1	Gene-Term
1749	ELK1	Gene-Term
1749	PRRT2	Gene-Term
1750	SMC1B	Gene-Term
1750	RAD21	Gene-Term
1750	SMC3	Gene-Term
1750	STAG1	Gene-Term
1751	DOC2A	Gene-Term
1751	PRRT2	Gene-Term
1751	CORO1A	Gene-Term
1751	KCTD13	Gene-Term
1752	C1QB	Gene-Term
1752	C1QC	Gene-Term
1752	C4A	Gene-Term
1752	C4B	Gene-Term
1753	RAB3A	Gene-Term
1753	RAB3GAP1	Gene-Term
1753	DMXL2	Gene-Term
1753	RAB3GAP2	Gene-Term
1754	NPHP4	Gene-Term
1754	KLHL17	Gene-Term
1754	NPHP1	Gene-Term
1754	RPGRIP1L	Gene-Term
1755	RAB2B	Gene-Term
1755	FGA	Gene-Term
1755	KMO	Gene-Term
1755	F2	Gene-Term
1756	CYFIP1	Gene-Term
1756	CYFIP2	Gene-Term
1756	WASF1	Gene-Term
1756	NCKAP1	Gene-Term
1757	RPS9	Gene-Term
1757	EIF3A	Gene-Term
1757	EIF3B	Gene-Term
1757	EIF3M	Gene-Term
1758	LRRC7	Gene-Term
1758	CYFIP1	Gene-Term
1758	RAB27A	Gene-Term
1758	CHI3L1	Gene-Term
1759	ALCAM	Gene-Term
1759	GRASP	Gene-Term
1759	CNTN6	Gene-Term
1759	CD6	Gene-Term
1760	SEC22B	Gene-Term
1760	GOSR2	Gene-Term
1760	SEPT11	Gene-Term
1760	SCFD1	Gene-Term
1761	CDH1	Gene-Term
1761	CTNND1	Gene-Term
1761	CTNNB1	Gene-Term
1761	FER	Gene-Term
1762	CYFIP1	Gene-Term
1762	ABI2	Gene-Term
1762	WASF1	Gene-Term
1762	BRK1	Gene-Term
1763	PABPC1	Gene-Term
1763	EIF4A3	Gene-Term
1763	SMG1	Gene-Term
1763	RBM8A	Gene-Term
1764	RPS3	Gene-Term
1764	EIF3A	Gene-Term
1764	EIF3B	Gene-Term
1764	RPS20	Gene-Term
1764	EIF3I	Gene-Term
1765	EIF2S1	Gene-Term
1765	PGRMC1	Gene-Term
1765	SIGMAR1	Gene-Term
1765	USP48	Gene-Term
1765	KMO	Gene-Term
1766	DMTN	Gene-Term
1766	MARCKS	Gene-Term
1766	ADD2	Gene-Term
1766	ADD3	Gene-Term
1766	ADD1	Gene-Term
1767	STAC3	Gene-Term
1767	SARM1	Gene-Term
1767	NMNAT2	Gene-Term
1767	KMO	Gene-Term
1767	ZNRF1	Gene-Term
1768	IGF1	Gene-Term
1768	IGFBP5	Gene-Term
1768	IGF1R	Gene-Term
