option	alpha	beta	num_valid_clusters	largest_cluster	num_edges_in_clustergraph	num_clusters	go_enrichment	adhd_genes	adhd_enriched_genes	autism_genes	autism_enriched_genes	bipolar_genes	bipolar_enriched_genes	mdd_genes	mdd_enriched_genes	schizophrenia_genes	schizophrenia_enriched_genes	gd_mean	gd_min	gd_25%	gd_75%	gd_max	md_mean	md_min	md_25%	md_75%	md_max
2	0.3	0.5	8	1182	698905	8.0	17.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	2.6666666666666665	1.0	1.0	3.5	6.0	171.66666666666666	29.0	44.0	112.0	922.0
2	0.3	0.6	43	648	239793	43.0	54.0	14.0	3.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	5.0	10.75	1.0	1.0	14.25	33.0	60.47727272727273	4.0	10.0	45.5	479.0
2	0.3	0.7	47	553	167665	47.0	54.0	14.0	0.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	4.0	9.4	1.0	1.0	3.0	40.0	58.354166666666664	6.0	11.75	52.25	558.0
2	0.3	0.8	54	49	26231	54.0	51.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	54.0	54.0	54.0	54.0	54.0	27.89090909090909	4.0	7.0	15.0	798.0
2	0.3	0.9	57	49	26091	57.0	50.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	57.0	57.0	57.0	57.0	57.0	27.879310344827587	4.0	7.25	18.0	806.0
2	0.4	0.5	5	1197	719391	5.0	20.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	2.5	2.0	2.25	2.75	3.0	278.5	50.0	59.5	235.5	1093.0
2	0.4	0.6	32	900	409945	32.0	41.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	8.0	1.0	1.0	11.5	22.0	69.0909090909091	6.0	21.0	56.0	728.0
2	0.4	0.7	46	601	193867	46.0	56.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	4.0	15.333333333333334	1.0	3.5	22.5	39.0	55.148936170212764	6.0	12.0	49.5	534.0
2	0.4	0.8	43	49	26188	43.0	47.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	43.0	43.0	43.0	43.0	43.0	33.84090909090909	4.0	8.0	15.0	866.0
2	0.4	0.9	46	49	26092	46.0	47.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	46.0	46.0	46.0	46.0	46.0	32.808510638297875	4.0	8.0	17.5	865.0
2	0.5	0.5	5	1228	754065	5.0	20.0	14.0	0.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	0.0	2.5	2.0	2.25	2.75	3.0	239.83333333333334	48.0	51.25	87.5	1124.0
2	0.5	0.6	25	978	483008	25.0	35.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	9.0	12.5	6.0	9.25	15.75	19.0	93.84615384615384	10.0	23.75	84.75	833.0
2	0.5	0.7	21	561	171835	21.0	51.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	10.5	1.0	5.75	15.25	20.0	103.5	10.0	15.0	100.0	599.0
2	0.5	0.8	21	49	26207	21.0	44.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	21.0	21.0	21.0	21.0	21.0	62.0	7.0	10.25	27.0	950.0
2	0.5	0.9	23	49	26083	23.0	44.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	23.0	23.0	23.0	23.0	23.0	58.916666666666664	7.0	10.75	28.5	960.0
2	0.6	0.5	2	55	425395	2.0	20.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	2.0	2.0	2.0	2.0	2.0	428.0	50.0	52.5	617.0	1179.0
2	0.6	0.6	17	989	494213	17.0	32.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	5.666666666666667	1.0	3.0	8.0	11.0	114.22222222222223	10.0	30.0	80.5	853.0
2	0.6	0.7	12	50	37226	12.0	28.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	12.0	12.0	12.0	12.0	12.0	101.0	10.0	11.0	29.0	1079.0
2	0.6	0.8	17	49	26221	17.0	29.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	17.0	17.0	17.0	17.0	17.0	75.66666666666667	10.0	12.0	32.0	995.0
2	0.6	0.9	18	49	26092	18.0	40.0	14.0	2.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	18.0	18.0	18.0	18.0	18.0	71.6842105263158	10.0	12.0	29.0	996.0
2	0.7	0.5	2	55	655453	2.0	20.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	2.0	2.0	2.0	2.0	2.0	428.0	50.0	52.5	617.0	1179.0
2	0.7	0.6	11	982	489465	11.0	37.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	7.0	5.5	3.0	4.25	6.75	8.0	187.75	22.0	59.0	221.5	881.0
2	0.7	0.7	10	577	183012	10.0	44.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	5.0	2.0	3.5	6.5	8.0	174.8181818181818	10.0	40.0	192.5	668.0
2	0.7	0.8	15	49	26190	15.0	28.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	15.0	15.0	15.0	15.0	15.0	83.0	10.0	11.75	30.0	1030.0
2	0.7	0.9	16	49	26022	16.0	39.0	14.0	2.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	16.0	16.0	16.0	16.0	16.0	78.23529411764706	10.0	12.0	28.0	1019.0
2	0.8	0.5	1	50	673573	1.0	10.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.0	1.0	1.0	1.0	1.0	641.5	50.0	345.75	937.25	1233.0
2	0.8	0.6	6	978	484141	6.0	40.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	7.0	3.0	2.0	2.5	3.5	4.0	256.85714285714283	33.0	96.5	254.5	896.0
2	0.8	0.7	10	50	37292	10.0	28.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	10.0	10.0	10.0	10.0	10.0	118.54545454545455	10.0	11.5	31.0	1095.0
2	0.8	0.8	13	49	26190	13.0	28.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	13.0	13.0	13.0	13.0	13.0	93.85714285714286	10.0	11.25	32.0	1043.0
2	0.8	0.9	14	49	26022	14.0	39.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	14.0	14.0	14.0	14.0	14.0	87.73333333333333	10.0	11.5	30.5	1032.0
2	0.9	0.5	1	50	585785	1.0	10.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.0	1.0	1.0	1.0	1.0	641.5	50.0	345.75	937.25	1233.0
2	0.9	0.6	4	50	77729	4.0	20.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	4.0	4.0	4.0	4.0	4.0	257.0	10.0	12.0	50.0	1180.0
2	0.9	0.7	6	50	59250	6.0	20.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	6.0	6.0	6.0	6.0	6.0	184.14285714285714	10.0	11.0	41.5	1157.0
2	0.9	0.8	13	49	26191	13.0	22.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	13.0	13.0	13.0	13.0	13.0	94.42857142857143	10.0	11.25	32.0	1051.0
2	0.9	0.9	14	49	26022	14.0	35.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	14.0	14.0	14.0	14.0	14.0	88.26666666666667	10.0	11.5	30.5	1040.0
4	0.1	0.5	138	1450	1052932	138.0	29.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	27.8	1.0	1.0	9.0	119.0	18.237410071942445	2.0	2.0	9.0	882.0
4	0.1	0.6	500	894	413873	500.0	83.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	3.0	13.972222222222221	1.0	1.0	1.25	443.0	14.431137724550899	1.0	4.0	13.0	272.0
4	0.1	0.7	908	610	206690	908.0	81.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	19.595744680851062	1.0	1.0	1.0	831.0	11.45984598459846	1.0	4.0	12.0	251.0
4	0.1	0.8	1583	105	39944	1583.0	86.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	79.15	1.0	1.0	1.0	1564.0	7.816919191919192	1.0	4.0	9.0	105.0
4	0.1	0.9	1735	77	33259	1735.0	86.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	2.0	16.0	2.0	123.92857142857143	1.0	1.0	1.0	1722.0	6.86463133640553	1.0	4.0	8.0	77.0
4	0.15	0.65	422	668	246145	422.0	78.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	3.0	32.53846153846154	1.0	1.0	3.0	396.0	16.48936170212766	2.0	4.0	18.0	276.0
4	0.15	0.66	436	524	171407	436.0	79.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	24.333333333333332	1.0	1.0	1.75	414.0	15.990846681922196	2.0	4.0	19.0	314.0
4	0.15	0.67	456	592	198400	456.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	30.666666666666668	1.0	1.0	1.0	430.0	14.597374179431073	2.0	4.0	17.0	396.0
4	0.15	0.68	453	531	166747	453.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	6.0	25.38888888888889	1.0	1.0	1.0	428.0	15.47136563876652	2.0	4.0	17.0	385.0
4	0.15	0.69	451	588	199201	451.0	79.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	4.0	28.375	1.0	1.0	1.0	423.0	15.006637168141593	2.0	5.0	18.0	396.0
4	0.15	0.7	472	563	186180	472.0	80.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	30.25	1.0	1.0	1.0	445.0	16.437632135306554	2.0	5.0	17.0	361.0
4	0.15	0.71	491	491	150830	491.0	81.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	9.0	30.75	1.0	1.0	1.0	461.0	15.028455284552846	2.0	5.0	17.0	338.0
4	0.15	0.72	497	462	137517	497.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	31.9375	1.0	1.0	3.25	465.0	14.572289156626505	2.0	5.0	16.0	273.0
4	0.15	0.73	554	420	116082	554.0	79.0	14.0	4.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	6.0	40.0	1.0	1.0	2.75	528.0	13.944144144144143	2.0	5.0	16.0	318.0
4	0.15	0.74	518	385	112124	518.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	37.92857142857143	1.0	1.0	3.0	493.0	13.936416184971097	2.0	5.0	14.5	301.0
4	0.16	0.65	423	681	248174	423.0	77.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	3.0	35.333333333333336	1.0	1.0	2.0	400.0	16.212264150943398	2.0	4.0	19.0	319.0
4	0.16	0.66	418	662	242052	418.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	7.0	29.928571428571427	1.0	1.0	1.75	391.0	15.842482100238664	2.0	4.5	18.0	370.0
4	0.16	0.67	452	620	216192	452.0	77.0	14.0	3.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	6.0	45.9	1.0	1.0	5.75	430.0	16.258278145695364	2.0	5.0	17.0	428.0
4	0.16	0.68	449	624	213173	449.0	79.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	37.916666666666664	1.0	1.0	2.25	427.0	16.022222222222222	2.0	5.0	18.0	410.0
4	0.16	0.69	451	536	170923	451.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	34.92307692307692	1.0	1.0	2.0	432.0	15.935840707964601	2.0	5.0	18.0	420.0
4	0.16	0.7	471	550	178999	471.0	79.0	14.0	3.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	43.09090909090909	1.0	1.0	2.0	451.0	16.396186440677965	2.0	5.0	17.25	403.0
4	0.16	0.71	468	529	169067	468.0	80.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	6.0	36.23076923076923	1.0	1.0	3.0	445.0	16.929637526652453	2.0	5.0	19.0	396.0
4	0.16	0.72	482	452	132489	482.0	79.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	4.0	44.09090909090909	1.0	1.0	1.5	465.0	15.830227743271221	2.0	5.0	17.0	358.0
4	0.16	0.73	504	441	123424	504.0	81.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	5.0	38.84615384615385	1.0	1.0	1.0	482.0	14.742574257425742	2.0	5.0	18.0	281.0
4	0.16	0.74	521	382	101395	521.0	80.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	52.2	1.0	1.0	2.0	506.0	14.760536398467433	2.0	5.0	18.0	324.0
4	0.17	0.65	411	633	222544	411.0	77.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	34.416666666666664	1.0	1.0	1.5	389.0	16.521844660194176	2.0	5.0	19.0	437.0
4	0.17	0.66	390	627	221318	390.0	77.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	6.0	27.928571428571427	1.0	1.0	1.0	368.0	16.82608695652174	2.0	5.0	18.0	442.0
4	0.17	0.67	398	567	189778	398.0	75.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	39.8	1.0	1.0	2.5	374.0	16.654135338345863	2.0	5.0	18.0	329.0
4	0.17	0.68	416	673	245881	416.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	38.54545454545455	1.0	1.0	3.5	392.0	17.20863309352518	2.0	5.0	18.0	462.0
4	0.17	0.69	436	590	200347	436.0	81.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	39.81818181818182	1.0	1.0	2.0	413.0	16.022883295194507	2.0	5.0	19.0	426.0
4	0.17	0.7	437	538	172397	437.0	76.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	6.0	39.81818181818182	1.0	1.0	1.0	417.0	16.04337899543379	2.0	5.0	18.75	381.0
4	0.17	0.71	443	511	161673	443.0	79.0	14.0	4.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	6.0	36.916666666666664	1.0	1.0	1.25	424.0	17.26801801801802	2.0	5.0	18.0	389.0
4	0.17	0.72	448	501	152078	448.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	5.0	49.888888888888886	1.0	1.0	1.0	428.0	15.888641425389755	2.0	5.0	18.0	309.0
4	0.17	0.73	457	419	127501	457.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	38.333333333333336	1.0	1.0	3.75	435.0	15.403930131004367	2.0	5.0	17.0	346.0
4	0.17	0.74	458	382	106641	458.0	77.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	38.416666666666664	1.0	1.0	2.0	442.0	15.542483660130719	2.0	5.0	16.0	319.0
4	0.18	0.65	394	664	239018	394.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	35.90909090909091	1.0	1.0	1.0	373.0	16.860759493670887	2.0	5.0	19.0	412.0
4	0.18	0.66	387	620	219216	387.0	76.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	5.0	29.846153846153847	1.0	1.0	2.0	365.0	16.850515463917525	2.0	5.0	20.0	438.0
4	0.18	0.67	403	604	207650	403.0	79.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	31.153846153846153	1.0	1.0	1.0	379.0	16.975247524752476	2.0	5.0	19.0	399.0
4	0.18	0.68	397	583	201186	397.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	4.0	22.5	1.0	1.0	2.0	371.0	17.695979899497488	2.0	5.0	17.0	437.0
4	0.18	0.69	408	575	192236	408.0	79.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	7.0	31.53846153846154	1.0	1.0	2.0	385.0	17.579462102689487	2.0	5.0	19.0	419.0
4	0.18	0.7	429	565	189097	429.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	6.0	31.071428571428573	1.0	1.0	1.75	406.0	16.753488372093024	2.0	5.0	19.0	417.0
4	0.18	0.71	437	601	200289	437.0	78.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	4.0	36.666666666666664	1.0	1.0	1.5	415.0	16.689497716894977	2.0	5.25	20.0	412.0
4	0.18	0.72	469	504	151570	469.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	36.30769230769231	1.0	1.0	1.0	448.0	16.391489361702128	2.0	6.0	19.75	324.0
4	0.18	0.73	451	452	129139	451.0	78.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	3.0	41.27272727272727	1.0	1.0	2.0	434.0	15.506637168141593	2.0	5.0	19.0	325.0
4	0.18	0.74	484	426	115215	484.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	54.111111111111114	1.0	1.0	2.0	469.0	15.463917525773196	2.0	6.0	20.0	328.0
4	0.19	0.65	388	624	226825	388.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	30.076923076923077	1.0	1.0	1.0	368.0	17.640102827763496	2.0	5.0	20.0	439.0
4	0.19	0.66	370	655	241804	370.0	76.0	14.0	5.0	12.0	8.0	1.0	0.0	3.0	2.0	16.0	5.0	52.857142857142854	1.0	1.0	7.0	352.0	17.552560646900268	2.0	5.0	18.0	465.0
4	0.19	0.67	394	524	167486	394.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	39.6	1.0	1.0	2.0	375.0	16.827848101265822	2.0	5.0	19.0	353.0
4	0.19	0.68	398	608	210478	398.0	78.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	5.0	44.44444444444444	1.0	1.0	2.0	378.0	16.473684210526315	2.0	5.0	18.0	404.0
4	0.19	0.69	397	613	216998	397.0	81.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	8.0	33.833333333333336	1.0	1.0	3.25	377.0	17.99497487437186	2.0	5.0	19.0	420.0
4	0.19	0.7	407	568	190249	407.0	77.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	31.53846153846154	1.0	1.0	1.0	387.0	17.29901960784314	2.0	5.0	19.25	427.0
4	0.19	0.71	418	519	166564	418.0	77.0	14.0	4.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	6.0	46.666666666666664	1.0	1.0	2.0	401.0	17.618138424821	2.0	6.0	18.0	343.0
4	0.19	0.72	437	458	137516	437.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	8.0	48.55555555555556	1.0	1.0	2.0	420.0	16.929223744292237	2.0	6.0	19.0	311.0
4	0.19	0.73	489	413	111603	489.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	7.0	54.666666666666664	1.0	1.0	1.0	477.0	16.420408163265307	2.0	6.0	20.0	335.0
4	0.19	0.74	469	412	111538	469.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	4.0	52.44444444444444	1.0	1.0	2.0	456.0	15.729787234042552	2.0	6.0	18.75	304.0
4	0.2	0.5	18	1411	995353	18.0	20.0	14.0	0.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	4.5	1.0	1.75	4.75	13.0	96.73684210526316	5.0	8.5	49.5	890.0
4	0.2	0.6	212	902	416490	212.0	68.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	4.0	17.666666666666668	1.0	1.0	1.75	191.0	23.164319248826292	3.0	8.0	22.0	427.0
4	0.2	0.65	270	783	317044	270.0	67.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	3.0	16.0	7.0	24.636363636363637	1.0	1.0	2.0	249.0	22.435424354243544	3.0	9.0	22.0	517.0
4	0.2	0.66	267	613	215519	267.0	70.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	6.0	26.9	1.0	1.0	2.5	249.0	25.134328358208954	3.0	9.0	25.0	572.0
4	0.2	0.67	254	635	225234	254.0	71.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	6.0	36.42857142857143	1.0	1.0	8.0	234.0	22.5921568627451	3.0	8.0	19.0	560.0
4	0.2	0.68	271	631	221499	271.0	68.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	30.666666666666668	1.0	1.0	4.0	250.0	23.5	3.0	8.0	21.0	554.0
4	0.2	0.69	278	583	194875	278.0	66.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	39.714285714285715	1.0	1.0	7.0	260.0	23.21505376344086	3.0	8.0	22.0	566.0
4	0.2	0.7	272	592	201644	272.0	73.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	9.0	27.4	1.0	1.0	1.75	251.0	24.967032967032967	3.0	8.0	22.0	575.0
4	0.2	0.71	283	568	184519	283.0	71.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	35.875	1.0	1.0	4.5	267.0	23.93661971830986	3.0	8.0	22.0	576.0
4	0.2	0.72	280	515	157088	280.0	67.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	6.0	46.666666666666664	1.0	1.0	5.75	268.0	24.693950177935942	3.0	9.0	23.0	622.0
4	0.2	0.73	280	427	120280	280.0	69.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	56.0	1.0	1.0	6.0	269.0	23.384341637010674	3.0	8.0	23.0	654.0
4	0.2	0.74	311	389	100786	311.0	67.0	14.0	3.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	3.0	28.454545454545453	1.0	1.0	1.5	301.0	22.25	3.0	9.0	23.0	660.0
4	0.2	0.8	262	89	32040	262.0	65.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	0.0	87.33333333333333	1.0	1.0	130.5	260.0	14.657794676806084	3.0	6.0	13.0	759.0
4	0.2	0.9	258	79	29639	258.0	63.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	0.0	258.0	258.0	258.0	258.0	258.0	13.961389961389962	3.0	6.0	12.0	774.0
4	0.21	0.65	128	747	296737	128.0	65.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	0.0	16.0	4.0	32.0	1.0	1.0	36.5	116.0	37.82945736434109	3.0	8.0	33.0	638.0
4	0.21	0.66	121	745	290143	121.0	60.0	14.0	2.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	6.0	24.2	1.0	1.0	11.0	107.0	33.24590163934426	3.0	8.0	32.75	656.0
4	0.21	0.67	112	607	210496	112.0	62.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	5.0	28.75	2.0	2.75	33.0	99.0	37.10619469026549	3.0	6.0	28.0	721.0
4	0.21	0.68	122	619	208945	122.0	62.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	9.0	24.6	1.0	1.0	12.0	107.0	32.43089430894309	3.0	7.0	29.0	700.0
4	0.21	0.69	126	575	184033	126.0	63.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	7.0	21.333333333333332	1.0	1.0	7.25	114.0	32.488188976377955	3.0	7.0	28.0	708.0
4	0.21	0.7	129	594	194264	129.0	63.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	33.5	2.0	3.5	38.0	116.0	37.00769230769231	3.0	7.0	31.75	711.0
4	0.21	0.71	133	492	146600	133.0	62.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	20.0	1.0	1.5	7.5	118.0	31.0	3.0	7.0	29.0	736.0
4	0.21	0.72	136	441	117364	136.0	64.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	34.0	1.0	1.0	36.0	129.0	26.51824817518248	3.0	6.0	23.0	766.0
4	0.21	0.73	144	394	103233	144.0	60.0	14.0	3.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	9.0	20.714285714285715	1.0	1.0	3.0	135.0	27.220689655172414	3.0	6.0	23.0	772.0
4	0.21	0.74	138	269	66538	138.0	62.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	6.0	34.5	1.0	1.0	34.5	135.0	22.25179856115108	3.0	6.0	15.0	804.0
4	0.22	0.65	97	761	321430	97.0	56.0	14.0	2.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	4.0	14.285714285714286	1.0	1.0	7.0	81.0	40.3469387755102	3.0	8.0	29.0	665.0
4	0.22	0.66	107	758	301465	107.0	64.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	4.0	12.0	1.0	1.0	2.0	89.0	41.26851851851852	3.0	8.0	33.75	672.0
4	0.22	0.67	110	658	238451	110.0	56.0	14.0	2.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	6.0	37.333333333333336	3.0	8.5	54.5	95.0	36.072072072072075	3.0	7.0	30.5	710.0
4	0.22	0.68	116	652	235385	116.0	58.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	6.0	20.0	1.0	1.25	10.5	100.0	35.24786324786325	3.0	8.0	31.0	703.0
4	0.22	0.69	134	608	206808	134.0	63.0	14.0	2.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	6.0	15.666666666666666	1.0	1.0	4.0	120.0	39.525925925925925	3.0	8.0	34.0	700.0
4	0.22	0.7	134	582	187676	134.0	64.0	14.0	2.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	8.0	28.0	1.0	2.0	9.0	123.0	37.97037037037037	3.0	8.0	32.5	739.0
4	0.22	0.71	120	487	143620	120.0	59.0	14.0	2.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	8.0	24.0	1.0	1.0	6.0	110.0	33.54545454545455	3.0	7.0	31.0	765.0
4	0.22	0.72	130	441	121853	130.0	63.0	14.0	2.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	5.0	22.0	1.0	1.0	4.25	122.0	31.374045801526716	3.0	6.0	29.5	789.0
4	0.22	0.73	132	421	109470	132.0	61.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	8.0	33.0	1.0	1.0	34.5	126.0	29.210526315789473	3.0	6.0	28.0	804.0
4	0.22	0.74	123	293	69410	123.0	56.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	4.0	41.0	1.0	1.5	61.0	120.0	22.887096774193548	3.0	6.0	17.0	830.0
