option	alpha	beta	num_valid_clusters	largest_cluster	num_edges_in_clustergraph	num_clusters	go_enrichment	adhd_genes	adhd_enriched_genes	autism_genes	autism_enriched_genes	bipolar_genes	bipolar_enriched_genes	mdd_genes	mdd_enriched_genes	schizophrenia_genes	schizophrenia_enriched_genes	gd_mean	gd_min	gd_25%	gd_50%	gd_75%	gd_max	md_mean	md_min	md_25%	md_50%	md_75%	md_max
4	0.02	0.31	9.0	1661.0	1379599.0	9.0	20.0	14.0	0.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	8.0	1.5	1.0	1.0	1.5	2.0	2.0	239.0	41.0	63.0	148.0	210.0	922.0
4	0.02	0.32	11.0	1620.0	1320386.0	11.0	23.0	14.0	0.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	8.0	1.5714285714285714	1.0	1.0	1.0	2.0	3.0	232.6	61.0	103.0	133.5	209.5	922.0
4	0.02	0.33	11.0	1620.0	1320386.0	11.0	23.0	14.0	0.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	8.0	1.5714285714285714	1.0	1.0	1.0	2.0	3.0	232.6	61.0	103.0	133.5	209.5	922.0
4	0.02	0.34	163.0	1576.0	1258403.0	163.0	26.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	3.0	6.296296296296297	1.0	1.0	3.0	8.5	43.0	17.134969325153374	1.0	2.0	2.0	2.0	377.0
4	0.02	0.35	163.0	1607.0	1295781.0	163.0	27.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	2.0	6.72	1.0	1.0	3.0	7.0	40.0	17.822085889570552	1.0	2.0	2.0	2.0	379.0
4	0.02	0.36	165.0	1577.0	1263365.0	165.0	26.0	14.0	0.0	12.0	9.0	1.0	1.0	3.0	0.0	16.0	2.0	6.107142857142857	1.0	1.0	3.0	7.25	40.0	18.78048780487805	1.0	2.0	2.0	2.0	379.0
4	0.02	0.37	162.0	1557.0	1245121.0	162.0	23.0	14.0	0.0	12.0	9.0	1.0	1.0	3.0	0.0	16.0	2.0	6.538461538461538	1.0	1.0	3.0	5.75	40.0	17.950310559006212	1.0	2.0	2.0	2.0	377.0
4	0.02	0.38	158.0	1524.0	1214870.0	158.0	14.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	3.0	7.458333333333333	1.0	2.0	3.5	10.0	40.0	20.367088607594937	1.0	2.0	2.0	2.0	778.0
4	0.02	0.39	158.0	1575.0	1254902.0	158.0	28.0	14.0	0.0	12.0	10.0	1.0	1.0	3.0	0.0	16.0	2.0	6.037037037037037	1.0	1.0	2.0	7.0	40.0	18.904458598726116	1.0	2.0	2.0	2.0	778.0
4	0.02	0.4	163.0	1551.0	1234169.0	163.0	17.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	3.0	6.2592592592592595	1.0	2.0	3.0	8.0	42.0	20.104294478527606	1.0	2.0	2.0	2.0	777.0
4	0.02	0.41	244.0	1572.0	1242845.0	244.0	26.0	14.0	0.0	12.0	2.0	1.0	1.0	3.0	0.0	16.0	4.0	5.666666666666667	1.0	1.0	2.0	6.25	62.0	13.34156378600823	1.0	2.0	2.0	3.0	691.0
4	0.02	0.42	249.0	1571.0	1242560.0	249.0	35.0	14.0	0.0	12.0	8.0	1.0	1.0	3.0	3.0	16.0	3.0	5.134615384615385	1.0	1.0	2.0	7.0	60.0	13.762096774193548	1.0	2.0	2.0	3.0	691.0
4	0.02	0.43	300.0	1585.0	1256726.0	300.0	46.0	14.0	0.0	12.0	2.0	1.0	1.0	3.0	0.0	16.0	3.0	5.032258064516129	1.0	1.0	1.0	4.0	75.0	10.78	1.0	2.0	2.0	4.0	652.0
4	0.02	0.44	293.0	1537.0	1197124.0	293.0	38.0	14.0	0.0	12.0	2.0	1.0	1.0	3.0	0.0	16.0	2.0	5.396551724137931	1.0	1.0	1.0	5.75	77.0	11.877133105802049	1.0	2.0	2.0	4.0	652.0
4	0.02	0.45	328.0	1513.0	1166414.0	328.0	54.0	14.0	0.0	12.0	2.0	1.0	1.0	3.0	0.0	16.0	2.0	5.253731343283582	1.0	1.0	1.0	3.5	93.0	10.073170731707316	1.0	2.0	2.0	4.0	613.0
4	0.02	0.46	350.0	1471.0	1145303.0	350.0	49.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	2.0	16.0	3.0	5.075949367088608	1.0	1.0	1.0	4.0	92.0	11.985714285714286	1.0	2.0	3.0	4.0	663.0
4	0.02	0.47	393.0	1446.0	1090167.0	393.0	59.0	14.0	8.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	5.0	4.237623762376238	1.0	1.0	1.0	2.0	111.0	10.826972010178118	1.0	2.0	3.0	5.0	691.0
4	0.02	0.48	434.0	1422.0	1048849.0	434.0	69.0	14.0	7.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	10.0	3.8833333333333333	1.0	1.0	1.0	2.0	130.0	9.886836027713626	1.0	2.0	3.0	5.0	699.0
4	0.02	0.49	436.0	1435.0	1089177.0	436.0	74.0	14.0	6.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	10.0	3.903225806451613	1.0	1.0	1.0	2.0	114.0	9.829493087557603	1.0	2.0	3.0	5.0	696.0
4	0.03	0.3	6.0	1602.0	1308258.0	6.0	2.0	14.0	0.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	0.0	1.5	1.0	1.0	1.5	2.0	2.0	367.5	121.0	178.75	269.5	367.75	996.0
4	0.03	0.31	7.0	1602.0	1298134.0	7.0	2.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.75	1.0	1.0	1.5	2.25	3.0	318.85714285714283	86.0	117.0	199.0	358.5	996.0
4	0.03	0.32	7.0	1602.0	1298134.0	7.0	2.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.75	1.0	1.0	1.5	2.25	3.0	318.85714285714283	86.0	117.0	199.0	358.5	996.0
4	0.03	0.33	7.0	1602.0	1298134.0	7.0	2.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.75	1.0	1.0	1.5	2.25	3.0	318.85714285714283	86.0	117.0	199.0	358.5	996.0
4	0.03	0.34	115.0	1601.0	1284741.0	115.0	7.0	14.0	0.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	8.0	7.8	1.0	1.0	3.0	7.5	47.0	21.452173913043477	2.0	2.0	2.0	2.0	698.0
4	0.03	0.35	113.0	1536.0	1223906.0	113.0	7.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	11.0	9.153846153846153	1.0	1.0	2.0	9.0	47.0	24.575221238938052	1.0	2.0	2.0	2.0	698.0
4	0.03	0.36	114.0	1600.0	1283503.0	114.0	8.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	8.0	7.733333333333333	1.0	2.0	4.0	7.0	46.0	22.07894736842105	2.0	2.0	2.0	2.0	698.0
4	0.03	0.37	114.0	1600.0	1283503.0	114.0	8.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	8.0	7.733333333333333	1.0	2.0	4.0	7.0	46.0	22.114035087719298	2.0	2.0	2.0	2.0	698.0
4	0.03	0.38	116.0	1534.0	1210604.0	116.0	16.0	14.0	0.0	12.0	3.0	1.0	1.0	3.0	0.0	16.0	11.0	8.714285714285714	1.0	3.0	5.5	9.75	47.0	26.5	2.0	2.0	2.0	2.0	698.0
4	0.03	0.39	118.0	1598.0	1280235.0	118.0	11.0	14.0	0.0	12.0	3.0	1.0	1.0	3.0	0.0	16.0	7.0	8.066666666666666	1.0	2.0	4.0	8.5	48.0	22.1864406779661	2.0	2.0	2.0	2.0	698.0
4	0.03	0.4	116.0	1534.0	1210781.0	116.0	16.0	14.0	0.0	12.0	3.0	1.0	1.0	3.0	0.0	16.0	11.0	8.133333333333333	1.0	2.5	4.0	8.5	47.0	27.189655172413794	2.0	2.0	2.0	2.0	698.0
4	0.03	0.41	167.0	1549.0	1215158.0	167.0	29.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	3.0	5.645161290322581	1.0	1.0	1.0	5.5	65.0	17.97005988023952	1.0	2.0	2.0	3.0	620.0
4	0.03	0.42	160.0	1539.0	1210422.0	160.0	26.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	13.0	6.875	1.0	1.0	2.0	5.25	64.0	20.33125	1.0	2.0	2.0	3.0	810.0
4	0.03	0.43	202.0	1480.0	1150343.0	202.0	31.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	8.0	5.914285714285715	1.0	1.0	2.0	6.0	76.0	17.247524752475247	1.0	2.0	2.0	4.0	767.0
4	0.03	0.44	205.0	1509.0	1171076.0	205.0	33.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	6.84375	1.0	1.0	1.5	6.25	79.0	16.741463414634147	1.0	2.0	3.0	4.0	767.0
4	0.03	0.45	226.0	1512.0	1167208.0	226.0	45.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	5.0	6.4324324324324325	1.0	1.0	1.0	3.0	84.0	15.920353982300885	1.0	2.0	3.0	4.0	721.0
4	0.03	0.46	232.0	1495.0	1142935.0	232.0	52.0	14.0	11.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	5.0	5.260869565217392	1.0	1.0	1.0	2.75	98.0	16.16810344827586	1.0	2.0	3.0	4.0	776.0
4	0.03	0.47	277.0	1450.0	1097466.0	277.0	50.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	6.0	6.785714285714286	1.0	1.0	1.0	4.25	116.0	12.624548736462094	1.0	2.0	3.0	5.0	775.0
4	0.03	0.48	290.0	1398.0	1067143.0	290.0	59.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	2.0	5.867924528301887	1.0	1.0	1.0	3.0	109.0	13.093103448275862	1.0	2.0	3.0	6.0	776.0
4	0.03	0.49	309.0	1420.0	1035244.0	309.0	48.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	4.0	5.142857142857143	1.0	1.0	1.0	2.0	129.0	12.375404530744337	1.0	2.0	3.0	7.0	766.0
4	0.04	0.3	5.0	1643.0	1354342.0	5.0	1.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.25	1.0	1.0	1.0	1.25	2.0	361.8	112.0	166.0	193.0	282.0	1056.0
4	0.04	0.31	5.0	1643.0	1354342.0	5.0	1.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.25	1.0	1.0	1.0	1.25	2.0	361.8	112.0	166.0	193.0	282.0	1056.0
4	0.04	0.32	5.0	1643.0	1354342.0	5.0	1.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.25	1.0	1.0	1.0	1.25	2.0	361.8	112.0	166.0	193.0	282.0	1056.0
4	0.04	0.33	5.0	1643.0	1354342.0	5.0	11.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	1.6666666666666667	1.0	1.5	2.0	2.0	2.0	422.8	112.0	166.0	282.0	498.0	1056.0
4	0.04	0.34	84.0	1586.0	1264577.0	84.0	11.0	14.0	0.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	0.0	9.666666666666666	1.0	1.0	3.0	8.0	50.0	28.607142857142858	2.0	2.0	2.0	2.0	766.0
4	0.04	0.35	82.0	1588.0	1267931.0	82.0	5.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	9.333333333333334	1.0	1.0	2.0	10.0	49.0	24.98780487804878	2.0	2.0	2.0	2.0	766.0
4	0.04	0.36	82.0	1588.0	1267316.0	82.0	4.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	9.444444444444445	1.0	1.0	4.0	6.0	49.0	25.9390243902439	2.0	2.0	2.0	2.0	766.0
4	0.04	0.37	84.0	1527.0	1205137.0	84.0	16.0	14.0	0.0	12.0	6.0	1.0	1.0	3.0	0.0	16.0	11.0	9.1	1.0	1.25	3.5	8.25	51.0	34.86904761904762	2.0	2.0	2.0	2.0	766.0
4	0.04	0.38	81.0	1588.0	1269178.0	81.0	4.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	11.857142857142858	1.0	1.5	5.0	13.0	48.0	27.098765432098766	2.0	2.0	2.0	2.0	766.0
4	0.04	0.39	83.0	1531.0	1220123.0	83.0	14.0	14.0	0.0	12.0	8.0	1.0	1.0	3.0	0.0	16.0	0.0	10.625	1.0	1.0	5.5	10.0	49.0	33.433734939759034	2.0	2.0	2.0	2.0	766.0
4	0.04	0.4	82.0	1528.0	1222897.0	82.0	26.0	14.0	0.0	12.0	10.0	1.0	0.0	3.0	0.0	16.0	0.0	10.5	1.0	1.0	5.5	10.0	48.0	34.048780487804876	2.0	2.0	2.0	2.0	766.0
4	0.04	0.41	119.0	1540.0	1212951.0	119.0	20.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	9.0	10.0	1.0	1.0	2.0	11.5	62.0	20.30252100840336	1.0	2.0	2.0	3.0	682.0
4	0.04	0.42	126.0	1595.0	1271637.0	126.0	48.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	11.0	7.055555555555555	1.0	1.0	1.0	6.25	69.0	22.341269841269842	1.0	2.0	2.0	3.0	873.0
4	0.04	0.43	157.0	1499.0	1154570.0	157.0	28.0	14.0	0.0	12.0	7.0	1.0	0.0	3.0	0.0	16.0	6.0	7.761904761904762	1.0	1.0	2.0	4.0	87.0	20.070063694267517	1.0	2.0	2.0	4.0	845.0
4	0.04	0.44	151.0	1500.0	1154454.0	151.0	22.0	14.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	3.0	8.157894736842104	1.0	1.0	1.0	5.5	86.0	18.5364238410596	1.0	2.0	2.0	3.5	845.0
4	0.04	0.45	167.0	1455.0	1122657.0	167.0	27.0	14.0	0.0	12.0	8.0	1.0	0.0	3.0	0.0	16.0	3.0	8.9	1.0	1.0	1.0	4.75	93.0	19.790419161676645	1.0	2.0	3.0	4.0	813.0
4	0.04	0.46	187.0	1467.0	1115979.0	187.0	45.0	14.0	10.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	7.0	5.882352941176471	1.0	1.0	1.0	3.0	100.0	19.684491978609625	1.0	2.0	3.0	5.0	688.0
4	0.04	0.47	211.0	1492.0	1132988.0	211.0	50.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	0.0	16.0	2.0	6.903225806451613	1.0	1.0	1.0	3.0	111.0	15.682464454976303	1.0	2.0	3.0	5.0	768.0
4	0.04	0.48	246.0	1392.0	1011544.0	246.0	55.0	14.0	5.0	12.0	0.0	1.0	1.0	3.0	0.0	16.0	3.0	6.425	1.0	1.0	1.0	3.0	139.0	13.504065040650406	1.0	2.0	3.0	6.0	614.0
4	0.04	0.49	240.0	1374.0	1012013.0	240.0	62.0	14.0	5.0	12.0	2.0	1.0	1.0	3.0	0.0	16.0	7.0	6.475	1.0	1.0	1.0	3.25	128.0	16.833333333333332	1.0	2.0	4.0	8.0	759.0
4	0.1	0.5	138.0	1450.0	1052932.0	138.0	29.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	0.0	16.0	0.0	27.8	1.0	1.0	9.0	9.0	119.0	18.237410071942445	2.0	2.0	4.0	9.0	882.0
4	0.1	0.6	500.0	894.0	413873.0	500.0	83.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	0.0	16.0	3.0	13.972222222222221	1.0	1.0	1.0	1.25	443.0	14.431137724550899	1.0	4.0	7.0	13.0	272.0
4	0.1	0.7	908.0	610.0	206690.0	908.0	81.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	19.595744680851062	1.0	1.0	1.0	1.0	831.0	11.45984598459846	1.0	4.0	6.0	12.0	251.0
4	0.1	0.8	1583.0	105.0	39944.0	1583.0	86.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	79.15	1.0	1.0	1.0	1.0	1564.0	7.816919191919192	1.0	4.0	6.0	9.0	105.0
4	0.1	0.9	1735.0	77.0	33259.0	1735.0	86.0	14.0	5.0	12.0	2.0	1.0	0.0	3.0	2.0	16.0	2.0	123.92857142857143	1.0	1.0	1.0	1.0	1722.0	6.86463133640553	1.0	4.0	5.0	8.0	77.0
4	0.15	0.65	422.0	668.0	246145.0	422.0	78.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	6.0	32.53846153846154	1.0	1.0	1.0	3.0	396.0	16.48936170212766	2.0	4.0	9.0	18.0	276.0
4	0.15	0.66	436.0	524.0	171407.0	436.0	79.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	24.333333333333332	1.0	1.0	1.0	1.75	414.0	15.990846681922196	2.0	4.0	8.0	19.0	314.0
4	0.15	0.67	456.0	592.0	198400.0	456.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	30.666666666666668	1.0	1.0	1.0	1.0	430.0	14.597374179431073	2.0	4.0	8.0	17.0	396.0
4	0.15	0.68	453.0	531.0	166747.0	453.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	6.0	25.38888888888889	1.0	1.0	1.0	1.0	428.0	15.47136563876652	2.0	4.0	8.0	17.0	385.0
4	0.15	0.69	451.0	588.0	199201.0	451.0	79.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	4.0	28.375	1.0	1.0	1.0	1.0	423.0	15.006637168141593	2.0	5.0	8.0	18.0	396.0
4	0.15	0.7	472.0	563.0	186180.0	472.0	80.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	30.25	1.0	1.0	1.0	1.0	445.0	16.437632135306554	2.0	5.0	8.0	17.0	361.0
4	0.15	0.71	491.0	491.0	150830.0	491.0	81.0	14.0	2.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	9.0	30.75	1.0	1.0	1.0	1.0	461.0	15.028455284552846	2.0	5.0	8.0	17.0	338.0
4	0.15	0.72	497.0	462.0	137517.0	497.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	3.0	31.9375	1.0	1.0	2.0	3.25	465.0	14.572289156626505	2.0	5.0	8.0	16.0	273.0
4	0.15	0.73	554.0	420.0	116082.0	554.0	79.0	14.0	4.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	6.0	40.0	1.0	1.0	1.0	2.75	528.0	13.944144144144143	2.0	5.0	8.0	16.0	318.0
4	0.15	0.74	518.0	385.0	112124.0	518.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	37.92857142857143	1.0	1.0	1.5	3.0	493.0	13.936416184971097	2.0	5.0	7.0	14.5	301.0
4	0.16	0.65	423.0	681.0	248174.0	423.0	77.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	3.0	35.333333333333336	1.0	1.0	1.0	2.0	400.0	16.212264150943398	2.0	4.0	9.0	19.0	319.0
4	0.16	0.66	418.0	662.0	242052.0	418.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	7.0	29.928571428571427	1.0	1.0	1.0	1.75	391.0	15.842482100238664	2.0	4.5	9.0	18.0	370.0
4	0.16	0.67	452.0	620.0	216192.0	452.0	77.0	14.0	3.0	12.0	6.0	1.0	0.0	3.0	0.0	16.0	6.0	45.9	1.0	1.0	1.0	5.75	430.0	16.258278145695364	2.0	5.0	9.0	17.0	428.0
4	0.16	0.68	449.0	624.0	213173.0	449.0	79.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	37.916666666666664	1.0	1.0	1.0	2.25	427.0	16.022222222222222	2.0	5.0	10.0	18.0	410.0
4	0.16	0.69	451.0	536.0	170923.0	451.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	34.92307692307692	1.0	1.0	1.0	2.0	432.0	15.935840707964601	2.0	5.0	9.0	18.0	420.0
4	0.16	0.7	471.0	550.0	178999.0	471.0	79.0	14.0	3.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	43.09090909090909	1.0	1.0	1.0	2.0	451.0	16.396186440677965	2.0	5.0	9.0	17.25	403.0
4	0.16	0.71	468.0	529.0	169067.0	468.0	80.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	6.0	36.23076923076923	1.0	1.0	1.0	3.0	445.0	16.929637526652453	2.0	5.0	9.0	19.0	396.0
4	0.16	0.72	482.0	452.0	132489.0	482.0	79.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	6.0	44.09090909090909	1.0	1.0	1.0	1.5	465.0	15.830227743271221	2.0	5.0	8.0	17.0	358.0
4	0.16	0.73	504.0	441.0	123424.0	504.0	81.0	14.0	5.0	12.0	0.0	1.0	0.0	3.0	2.0	16.0	5.0	38.84615384615385	1.0	1.0	1.0	1.0	482.0	14.742574257425742	2.0	5.0	9.0	18.0	281.0
4	0.16	0.74	521.0	382.0	101395.0	521.0	80.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	52.2	1.0	1.0	1.0	2.0	506.0	14.760536398467433	2.0	5.0	8.5	18.0	324.0
4	0.17	0.65	411.0	633.0	222544.0	411.0	77.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	5.0	34.416666666666664	1.0	1.0	1.0	1.5	389.0	16.521844660194176	2.0	5.0	9.0	19.0	437.0
4	0.17	0.66	390.0	627.0	221318.0	390.0	77.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	7.0	27.928571428571427	1.0	1.0	1.0	1.0	368.0	16.82608695652174	2.0	5.0	9.0	18.0	442.0
4	0.17	0.67	398.0	567.0	189778.0	398.0	75.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	39.8	1.0	1.0	1.0	2.5	374.0	16.654135338345863	2.0	5.0	8.0	18.0	329.0
4	0.17	0.68	416.0	673.0	245881.0	416.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	8.0	38.54545454545455	1.0	1.0	1.0	3.5	392.0	17.20863309352518	2.0	5.0	10.0	18.0	462.0
4	0.17	0.69	436.0	590.0	200347.0	436.0	81.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	7.0	39.81818181818182	1.0	1.0	1.0	2.0	413.0	16.022883295194507	2.0	5.0	10.0	19.0	426.0
4	0.17	0.7	437.0	538.0	172397.0	437.0	76.0	14.0	3.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	6.0	39.81818181818182	1.0	1.0	1.0	1.0	417.0	16.04337899543379	2.0	5.0	9.0	18.75	381.0
4	0.17	0.71	443.0	511.0	161673.0	443.0	79.0	14.0	4.0	12.0	4.0	1.0	0.0	3.0	0.0	16.0	7.0	36.916666666666664	1.0	1.0	1.0	1.25	424.0	17.26801801801802	2.0	5.0	9.0	18.0	389.0
4	0.17	0.72	448.0	501.0	152078.0	448.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	5.0	49.888888888888886	1.0	1.0	1.0	1.0	428.0	15.888641425389755	2.0	5.0	9.0	18.0	309.0
4	0.17	0.73	457.0	419.0	127501.0	457.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	0.0	16.0	9.0	38.333333333333336	1.0	1.0	1.0	3.75	435.0	15.403930131004367	2.0	5.0	8.0	17.0	346.0
4	0.17	0.74	458.0	382.0	106641.0	458.0	77.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	38.416666666666664	1.0	1.0	1.0	2.0	442.0	15.542483660130719	2.0	5.0	8.0	16.0	319.0
4	0.18	0.65	394.0	664.0	239018.0	394.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	35.90909090909091	1.0	1.0	1.0	1.0	373.0	16.860759493670887	2.0	5.0	10.0	19.0	412.0
4	0.18	0.66	387.0	620.0	219216.0	387.0	76.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	5.0	29.846153846153847	1.0	1.0	1.0	2.0	365.0	16.850515463917525	2.0	5.0	10.0	20.0	438.0
4	0.18	0.67	403.0	604.0	207650.0	403.0	79.0	14.0	4.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	3.0	31.153846153846153	1.0	1.0	1.0	1.0	379.0	16.975247524752476	2.0	5.0	9.0	19.0	399.0
4	0.18	0.68	397.0	583.0	201186.0	397.0	78.0	14.0	5.0	12.0	6.0	1.0	0.0	3.0	2.0	16.0	4.0	22.5	1.0	1.0	1.0	2.0	371.0	17.695979899497488	2.0	5.0	9.0	17.0	437.0
4	0.18	0.69	408.0	575.0	192236.0	408.0	79.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	7.0	31.53846153846154	1.0	1.0	1.0	2.0	385.0	17.579462102689487	2.0	5.0	9.0	19.0	419.0
4	0.18	0.7	429.0	565.0	189097.0	429.0	79.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	6.0	31.071428571428573	1.0	1.0	1.0	1.75	406.0	16.753488372093024	2.0	5.0	9.0	19.0	417.0
4	0.18	0.71	437.0	601.0	200289.0	437.0	78.0	14.0	5.0	12.0	4.0	1.0	0.0	3.0	2.0	16.0	4.0	36.666666666666664	1.0	1.0	1.0	1.5	415.0	16.689497716894977	2.0	5.25	10.0	20.0	412.0
4	0.18	0.72	469.0	504.0	151570.0	469.0	79.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	36.30769230769231	1.0	1.0	1.0	1.0	448.0	16.391489361702128	2.0	6.0	10.0	19.75	324.0
4	0.18	0.73	451.0	452.0	129139.0	451.0	78.0	14.0	5.0	12.0	5.0	1.0	0.0	3.0	2.0	16.0	3.0	41.27272727272727	1.0	1.0	1.0	2.0	434.0	15.506637168141593	2.0	5.0	9.0	19.0	325.0
4	0.18	0.74	484.0	426.0	115215.0	484.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	9.0	54.111111111111114	1.0	1.0	1.0	2.0	469.0	15.463917525773196	2.0	6.0	10.0	20.0	328.0
4	0.19	0.65	388.0	624.0	226825.0	388.0	76.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	30.076923076923077	1.0	1.0	1.0	1.0	368.0	17.640102827763496	2.0	5.0	10.0	20.0	439.0
4	0.19	0.66	370.0	655.0	241804.0	370.0	76.0	14.0	5.0	12.0	8.0	1.0	0.0	3.0	2.0	16.0	5.0	52.857142857142854	1.0	1.0	1.0	7.0	352.0	17.552560646900268	2.0	5.0	10.0	18.0	465.0
4	0.19	0.67	394.0	524.0	167486.0	394.0	78.0	14.0	5.0	12.0	3.0	1.0	0.0	3.0	2.0	16.0	5.0	39.6	1.0	1.0	1.5	2.0	375.0	16.827848101265822	2.0	5.0	9.0	19.0	353.0
4	0.19	0.68	398.0	608.0	210478.0	398.0	78.0	14.0	5.0	12.0	7.0	1.0	0.0	3.0	2.0	16.0	5.0	44.44444444444444	1.0	1.0	2.0	2.0	378.0	16.473684210526315	2.0	5.0	10.0	18.0	404.0
