Parent	Child	EdgeType
1680	LRRC7	Gene-Term
1680	CYFIP1	Gene-Term
1680	RAB27A	Gene-Term
1680	CHI3L1	Gene-Term
1681	AGRN	Gene-Term
1681	BCAN	Gene-Term
1681	GPC6	Gene-Term
1681	GPC4	Gene-Term
1681	GPC1	Gene-Term
1681	CSPG5	Gene-Term
1682	AP2B1	Gene-Term
1682	CLTA	Gene-Term
1682	WNT5A	Gene-Term
1682	CLTB	Gene-Term
1682	FZD5	Gene-Term
1682	ROR1	Gene-Term
1683	RAB6B	Gene-Term
1683	RAB18	Gene-Term
1683	DCTN2	Gene-Term
1683	RAB3GAP1	Gene-Term
1683	RAB3GAP2	Gene-Term
1683	DYNLL2	Gene-Term
1684	GSK3B	Gene-Term
1684	DVL1	Gene-Term
1684	WNT3A	Gene-Term
1684	GSK3A	Gene-Term
1684	LRP6	Gene-Term
1684	FZD5	Gene-Term
1684	CSNK1G1	Gene-Term
1685	ACTR2	Gene-Term
1685	VCP	Gene-Term
1685	UNC13D	Gene-Term
1685	VAT1	Gene-Term
1685	GDI2	Gene-Term
1685	MAPK1	Gene-Term
1685	FABP5	Gene-Term
1686	THY1	Gene-Term
1686	NTNG1	Gene-Term
1686	NTNG2	Gene-Term
1686	CNTN4	Gene-Term
1686	CNTN5	Gene-Term
1686	MDGA1	Gene-Term
1686	NRN1	Gene-Term
1687	GNG3	Gene-Term
1687	WNT5A	Gene-Term
1687	GNB5	Gene-Term
1687	PLCB1	Gene-Term
1687	PLCB3	Gene-Term
1687	FZD5	Gene-Term
1687	FZD3	Gene-Term
1688	PTK2	Gene-Term
1688	HRAS	Gene-Term
1688	FYN	Gene-Term
1688	SOS1	Gene-Term
1688	PTPRA	Gene-Term
1688	SPTBN2	Gene-Term
1688	SPTBN1	Gene-Term
1689	EPHB1	Gene-Term
1689	EPHB2	Gene-Term
1689	PSEN1	Gene-Term
1689	NCSTN	Gene-Term
1689	PSENEN	Gene-Term
1689	APH1A	Gene-Term
1689	PSEN2	Gene-Term
1690	ARFGAP1	Gene-Term
1690	ARF1	Gene-Term
1690	ARF4	Gene-Term
1690	SEC22B	Gene-Term
1690	KIF21B	Gene-Term
1690	KIF5A	Gene-Term
1690	KIF1A	Gene-Term
1690	TMED9	Gene-Term
1691	PPP2CA	Gene-Term
1691	PPP1CC	Gene-Term
1691	CDC42	Gene-Term
1691	CDC20	Gene-Term
1691	RPS27	Gene-Term
1691	NDE1	Gene-Term
1691	DYNLL2	Gene-Term
1691	NDEL1	Gene-Term
1692	SNAP29	Gene-Term
1692	RAB5C	Gene-Term
1692	LAMP1	Gene-Term
1692	PSEN1	Gene-Term
1692	DNAJC5	Gene-Term
1692	ARL8A	Gene-Term
1692	SYNGR1	Gene-Term
1692	NCSTN	Gene-Term
1693	CHRNB4	Gene-Term
1693	SNAP25	Gene-Term
1693	SNAP23	Gene-Term
1693	ADAM10	Gene-Term
1693	PLD1	Gene-Term
1693	CD47	Gene-Term
1693	KCNAB2	Gene-Term
1693	SIRPA	Gene-Term
1694	SYCP3	Gene-Term
1694	SYCP2	Gene-Term
1694	SYCP1	Gene-Term
1694	SYNE1	Gene-Term
1694	SYCE1	Gene-Term
1694	SMC1B	Gene-Term
1694	SYCE2	Gene-Term
1694	SYCE3	Gene-Term
1695	CACNG3	Gene-Term
1695	ADAM23	Gene-Term
1695	DLG4	Gene-Term
1695	LGI1	Gene-Term
1695	ADAM22	Gene-Term
1695	CACNG2	Gene-Term
1695	CACNG4	Gene-Term
1695	CACNG8	Gene-Term
1696	CDC42	Gene-Term
1696	CDH2	Gene-Term
1696	CTNNB1	Gene-Term
1696	MAPK14	Gene-Term
1696	MEF2C	Gene-Term
1696	ABL1	Gene-Term
1696	CTNNA1	Gene-Term
1696	CDH15	Gene-Term
1696	CTNNA2	Gene-Term
1697	YWHAQ	Gene-Term
1697	YWHAZ	Gene-Term
1697	VAMP2	Gene-Term
1697	RAB8A	Gene-Term
1697	RAB10	Gene-Term
1697	SLC2A4	Gene-Term
1697	YWHAG	Gene-Term
1697	YWHAE	Gene-Term
1697	YWHAH	Gene-Term
1698	BIN1	Gene-Term
1698	PPP3CC	Gene-Term
1698	PICALM	Gene-Term
1698	SYNJ2	Gene-Term
1698	SYNJ1	Gene-Term
1698	EPS15	Gene-Term
1698	DNM1	Gene-Term
1698	PPP3CB	Gene-Term
1698	PPP3CA	Gene-Term
1699	UBA52	Gene-Term
1699	CDC20	Gene-Term
1699	RNF19A	Gene-Term
1699	PJA2	Gene-Term
1699	NEDD4	Gene-Term
1699	TRIM9	Gene-Term
1699	FBXO2	Gene-Term
1699	FBXL20	Gene-Term
1699	ZNRF1	Gene-Term
1699	ZNRF2	Gene-Term
1700	TNC	Gene-Term
1700	APP	Gene-Term
1700	CDH2	Gene-Term
1700	PENK	Gene-Term
1700	ADAM10	Gene-Term
1700	FGA	Gene-Term
1700	WFS1	Gene-Term
1700	APOE	Gene-Term
1700	C4A	Gene-Term
1700	SPARCL1	Gene-Term
1701	ACTN1	Gene-Term
1701	VTI1B	Gene-Term
1701	APP	Gene-Term
1701	ACTN2	Gene-Term
1701	IGF1	Gene-Term
1701	FGB	Gene-Term
1701	FGA	Gene-Term
1701	SPARC	Gene-Term
1701	SRGN	Gene-Term
