Parent	Child	EdgeType
1680	LRRC7	Gene-Term
1680	CYFIP1	Gene-Term
1680	RAB27A	Gene-Term
1680	CHI3L1	Gene-Term
1681	RAB3A	Gene-Term
1681	RAB3GAP1	Gene-Term
1681	DMXL2	Gene-Term
1681	RAB3GAP2	Gene-Term
1682	RPS3	Gene-Term
1682	EIF3A	Gene-Term
1682	EIF3B	Gene-Term
1682	EIF3G	Gene-Term
1683	STX2	Gene-Term
1683	SNAP23	Gene-Term
1683	SNAP29	Gene-Term
1683	VAMP8	Gene-Term
1684	CYFIP1	Gene-Term
1684	CYFIP2	Gene-Term
1684	WASF1	Gene-Term
1684	NCKAP1	Gene-Term
1685	CDH1	Gene-Term
1685	CTNND1	Gene-Term
1685	CTNNB1	Gene-Term
1685	FER	Gene-Term
1686	RHEB	Gene-Term
1686	EIF4EBP1	Gene-Term
1686	MTOR	Gene-Term
1686	RPTOR	Gene-Term
1687	RPS9	Gene-Term
1687	EIF3A	Gene-Term
1687	EIF3B	Gene-Term
1687	EIF3M	Gene-Term
1688	CYFIP1	Gene-Term
1688	ABI2	Gene-Term
1688	WASF1	Gene-Term
1688	BRK1	Gene-Term
1689	NCSTN	Gene-Term
1689	PSENEN	Gene-Term
1689	APH1A	Gene-Term
1689	CNTN6	Gene-Term
1690	USP14	Gene-Term
1690	UBA52	Gene-Term
1690	VCP	Gene-Term
1690	PLAA	Gene-Term
1691	ALCAM	Gene-Term
1691	GRASP	Gene-Term
1691	CNTN6	Gene-Term
1691	CD6	Gene-Term
1692	PSMC5	Gene-Term
1692	PSMC4	Gene-Term
1692	PSMA3	Gene-Term
1692	PSMA7	Gene-Term
1692	PSMB8	Gene-Term
1693	PSEN1	Gene-Term
1693	NCSTN	Gene-Term
1693	PSENEN	Gene-Term
1693	PSEN2	Gene-Term
1693	APH1B	Gene-Term
1694	CAD	Gene-Term
1694	GAD1	Gene-Term
1694	GAD2	Gene-Term
1694	GLUL	Gene-Term
1694	GOT1	Gene-Term
1695	NRP1	Gene-Term
1695	SEPT5	Gene-Term
1695	CDK5	Gene-Term
1695	DPYSL3	Gene-Term
1695	CDK5R1	Gene-Term
1696	ATP1A3	Gene-Term
1696	ATP1A1	Gene-Term
1696	ATP1A2	Gene-Term
1696	ATP6V0D1	Gene-Term
1696	FXYD6	Gene-Term
1697	CNR1	Gene-Term
1697	ABHD6	Gene-Term
1697	DAGLA	Gene-Term
1697	DAGLB	Gene-Term
1697	NAAA	Gene-Term
1698	RPS3	Gene-Term
1698	EIF3A	Gene-Term
1698	EIF3B	Gene-Term
1698	RPS20	Gene-Term
1698	EIF3I	Gene-Term
1699	STRN	Gene-Term
1699	PPP2CA	Gene-Term
1699	CTTNBP2	Gene-Term
1699	STRN4	Gene-Term
1699	MOB4	Gene-Term
1700	RPL30	Gene-Term
1700	RPL10A	Gene-Term
1700	RPS27	Gene-Term
1700	RPS17	Gene-Term
1700	RPL36AL	Gene-Term
1701	DVL1	Gene-Term
1701	WNT3A	Gene-Term
1701	LRP6	Gene-Term
1701	FZD5	Gene-Term
1701	PI4K2A	Gene-Term
1702	EEA1	Gene-Term
1702	RAB5C	Gene-Term
1702	RAB5A	Gene-Term
1702	RAB5B	Gene-Term
1702	ALS2	Gene-Term
1703	UBA52	Gene-Term
1703	WNT3A	Gene-Term
1703	LRP6	Gene-Term
1703	FZD5	Gene-Term
1703	USP8	Gene-Term
1704	AP2B1	Gene-Term
1704	CLTA	Gene-Term
1704	WNT5A	Gene-Term
1704	CLTB	Gene-Term
1704	FZD5	Gene-Term
1704	ROR1	Gene-Term
1705	RAB6B	Gene-Term
1705	RAB18	Gene-Term
1705	DCTN2	Gene-Term
1705	RAB3GAP1	Gene-Term
1705	RAB3GAP2	Gene-Term
1705	DYNLL2	Gene-Term
1706	AGRN	Gene-Term
1706	BCAN	Gene-Term
1706	GPC6	Gene-Term
1706	GPC4	Gene-Term
1706	GPC1	Gene-Term
1706	CSPG5	Gene-Term
1707	PSMC5	Gene-Term
1707	PSMC2	Gene-Term
1707	PSMC4	Gene-Term
1707	PSMA8	Gene-Term
1707	PSMD10	Gene-Term
1707	ADRM1	Gene-Term
1708	RPS3	Gene-Term
1708	RPS18	Gene-Term
1708	RPS9	Gene-Term
1708	EIF3A	Gene-Term
1708	EIF3B	Gene-Term
1708	EIF3E	Gene-Term
1709	USH1C	Gene-Term
1709	CIB2	Gene-Term
1709	USH2A	Gene-Term
1709	MYO7A	Gene-Term
1709	PCDH15	Gene-Term
1709	CLRN1	Gene-Term
1710	RHOA	Gene-Term
1710	SRC	Gene-Term
1710	EGFR	Gene-Term
1710	UBA52	Gene-Term
1710	NRG1	Gene-Term
1710	HRAS	Gene-Term
1711	EIF2S1	Gene-Term
1711	EIF2B1	Gene-Term
1711	EIF2B2	Gene-Term
1711	EIF2B5	Gene-Term
1711	EIF2B3	Gene-Term
1711	EIF2B4	Gene-Term
1712	GSK3B	Gene-Term
1712	DVL1	Gene-Term
1712	WNT3A	Gene-Term
1712	LRP6	Gene-Term
1712	CSNK1G1	Gene-Term
1712	CSNK1G2	Gene-Term
1713	VCP	Gene-Term
1713	SIGMAR1	Gene-Term
1713	SPG11	Gene-Term
1713	FUS	Gene-Term
1713	CHMP2B	Gene-Term
