Parent	Child	EdgeType
1283	TNC	Gene-Term
1283	APP	Gene-Term
1283	CDH2	Gene-Term
1283	PENK	Gene-Term
1283	ADAM10	Gene-Term
1283	FGA	Gene-Term
1283	WFS1	Gene-Term
1283	APOE	Gene-Term
1283	C4A	Gene-Term
1283	SPARCL1	Gene-Term
1284	ACTN1	Gene-Term
1284	VTI1B	Gene-Term
1284	APP	Gene-Term
1284	ACTN2	Gene-Term
1284	IGF1	Gene-Term
1284	FGB	Gene-Term
1284	FGA	Gene-Term
1284	SPARC	Gene-Term
1284	SRGN	Gene-Term
1284	CLU	Gene-Term
1285	UBA52	Gene-Term
1285	CDC20	Gene-Term
1285	RNF19A	Gene-Term
1285	PJA2	Gene-Term
1285	NEDD4	Gene-Term
1285	TRIM9	Gene-Term
1285	FBXO2	Gene-Term
1285	FBXL20	Gene-Term
1285	ZNRF1	Gene-Term
1285	ZNRF2	Gene-Term
1286	PRKACA	Gene-Term
1286	RAB11A	Gene-Term
1286	RAB8A	Gene-Term
1286	TUBA1A	Gene-Term
1286	AKAP9	Gene-Term
1286	YWHAG	Gene-Term
1286	PRKAR2B	Gene-Term
1286	NDE1	Gene-Term
1286	YWHAE	Gene-Term
1286	DCTN2	Gene-Term
1286	NPHP4	Gene-Term
1287	CHRNB4	Gene-Term
1287	SCAMP1	Gene-Term
1287	SNAP25	Gene-Term
1287	SNAP23	Gene-Term
1287	ADAM10	Gene-Term
1287	DNAJC5	Gene-Term
1287	PLD1	Gene-Term
1287	RAP1A	Gene-Term
1287	PGRMC1	Gene-Term
1287	CD47	Gene-Term
1287	P2RX1	Gene-Term
1287	KCNAB2	Gene-Term
1288	SRC	Gene-Term
1288	ITGB3	Gene-Term
1288	CNKSR2	Gene-Term
1288	ARRB2	Gene-Term
1288	ARRB1	Gene-Term
1288	HRAS	Gene-Term
1288	AP3B1	Gene-Term
1288	MAPK1	Gene-Term
1288	AKAP9	Gene-Term
1288	FXR1	Gene-Term
1288	FGB	Gene-Term
1288	PEBP1	Gene-Term
1288	BRAF	Gene-Term
1288	FGA	Gene-Term
1288	RAP1A	Gene-Term
1289	AGRN	Gene-Term
1289	SRC	Gene-Term
1289	LAMA2	Gene-Term
1289	ITGB1	Gene-Term
1289	PTK2	Gene-Term
1289	LAMA5	Gene-Term
1289	CHRM1	Gene-Term
1289	CTTN	Gene-Term
1289	PAK2	Gene-Term
1289	ARHGEF7	Gene-Term
1289	PAK3	Gene-Term
1289	DMD	Gene-Term
1289	UTRN	Gene-Term
1289	CHRNA1	Gene-Term
1289	RAPSN	Gene-Term
1290	DLG4	Gene-Term
1290	SHANK1	Gene-Term
1290	DLG3	Gene-Term
1290	NLGN1	Gene-Term
1290	NRXN1	Gene-Term
1290	DLGAP1	Gene-Term
1290	SHANK2	Gene-Term
1290	DLG2	Gene-Term
1290	NRXN2	Gene-Term
1290	GRM5	Gene-Term
1290	GRM1	Gene-Term
1290	NLGN2	Gene-Term
1290	NLGN4X	Gene-Term
1290	NLGN3	Gene-Term
1290	DLGAP3	Gene-Term
1290	HOMER1	Gene-Term
1290	DLGAP4	Gene-Term
1290	DLGAP2	Gene-Term
1290	HOMER3	Gene-Term
1290	HOMER2	Gene-Term
1291	RAB11A	Gene-Term
1291	RAB3A	Gene-Term
1291	RAB8A	Gene-Term
1291	RAB3C	Gene-Term
1291	RAB27A	Gene-Term
1291	RAB10	Gene-Term
1291	RAB5C	Gene-Term
1291	RAB5A	Gene-Term
1291	RAB5B	Gene-Term
1291	RAB4A	Gene-Term
1291	RAB15	Gene-Term
1291	RAB27B	Gene-Term
1291	RAB26	Gene-Term
1291	RAB8B	Gene-Term
1291	RAB11B	Gene-Term
1291	RAB21	Gene-Term
1291	RAB6B	Gene-Term
1291	RAB18	Gene-Term
1291	RAB33B	Gene-Term
1291	RAB3B	Gene-Term
1291	RAB2B	Gene-Term
1292	GNG3	Gene-Term
1292	CHRM1	Gene-Term
1292	APP	Gene-Term
1292	NTS	Gene-Term
1292	CCK	Gene-Term
1292	CASR	Gene-Term
1292	GNRH1	Gene-Term
1292	GNB5	Gene-Term
1292	LPAR1	Gene-Term
1292	GRM5	Gene-Term
1292	NMU	Gene-Term
1292	OXT	Gene-Term
1292	HCRT	Gene-Term
1292	GRM1	Gene-Term
1292	ANXA1	Gene-Term
1292	PLCB1	Gene-Term
1292	F2R	Gene-Term
1292	P2RY1	Gene-Term
1292	CHRM3	Gene-Term
1292	CHRM5	Gene-Term
1292	ADRA1A	Gene-Term
1292	NTSR1	Gene-Term
1292	HTR2A	Gene-Term
1292	HTR2B	Gene-Term
1292	GHSR	Gene-Term
1292	PLCB3	Gene-Term
1292	NPFF	Gene-Term
1292	PLCB4	Gene-Term
1293	GNG3	Gene-Term
1293	APP	Gene-Term
1293	CHRM2	Gene-Term
1293	HRH3	Gene-Term
1293	CASR	Gene-Term
1293	DRD4	Gene-Term
1293	OPRM1	Gene-Term
1293	PDYN	Gene-Term
1293	OPRK1	Gene-Term
1293	CHRM4	Gene-Term
1293	ADRA2C	Gene-Term
1293	GRM6	Gene-Term
1293	ADCY8	Gene-Term
1293	GNB5	Gene-Term
1293	LPAR1	Gene-Term
1293	ADORA1	Gene-Term
1293	GRM4	Gene-Term
1293	GPER1	Gene-Term
1293	ADCY1	Gene-Term
1293	PNOC	Gene-Term
1293	GRM8	Gene-Term
1293	HTR1B	Gene-Term
1293	GRM7	Gene-Term
1293	DRD2	Gene-Term
1293	GABBR2	Gene-Term
1293	P2RY4	Gene-Term
1293	NMU	Gene-Term
1293	DRD3	Gene-Term
1293	PENK	Gene-Term
1293	OPRD1	Gene-Term
1293	CNR1	Gene-Term
1293	ANXA1	Gene-Term
1293	GRM2	Gene-Term
1294	PPP2CA	Gene-Term
1294	PPP2R2A	Gene-Term
1294	RPLP2	Gene-Term
1294	RPS3	Gene-Term
1294	UBA52	Gene-Term
1294	RPL18A	Gene-Term
1294	RPL7	Gene-Term
1294	RPL3	Gene-Term
1294	PABPC1	Gene-Term
1294	RPS13	Gene-Term
1294	RPL38	Gene-Term
1294	RPS23	Gene-Term
1294	RPS25	Gene-Term
1294	RPL5	Gene-Term
1294	RPLP0	Gene-Term
1294	RPS19	Gene-Term
1294	RPS18	Gene-Term
1294	RPS3A	Gene-Term
1294	RPL10	Gene-Term
1294	RPL30	Gene-Term
1294	RPL8	Gene-Term
1294	RPL23	Gene-Term
1294	RPS9	Gene-Term
1294	RPS7	Gene-Term
1294	RPL10A	Gene-Term
1294	RPS14	Gene-Term
1294	RPL12	Gene-Term
1294	RPS27	Gene-Term
1294	RPL6	Gene-Term
1294	RPL14	Gene-Term
1294	RPS20	Gene-Term
1294	RPS17	Gene-Term
1294	RPL24	Gene-Term
1294	RPS21	Gene-Term
1294	EIF4A3	Gene-Term
1295	SH3GL2	Gene-Term
1295	BIN1	Gene-Term
1295	EGFR	Gene-Term
1295	VAMP3	Gene-Term
1295	VAMP2	Gene-Term
1295	SYT1	Gene-Term
1295	VAMP7	Gene-Term
1295	VAMP4	Gene-Term
1295	AP2B1	Gene-Term
1295	ITSN1	Gene-Term
1295	CLTA	Gene-Term
1295	SH3GL3	Gene-Term
1295	SLC2A8	Gene-Term
1295	SYT8	Gene-Term
1295	RAB5C	Gene-Term
1295	SYT9	Gene-Term
1295	SLC18A3	Gene-Term
1295	SH3KBP1	Gene-Term
1295	SYT11	Gene-Term
1295	PICALM	Gene-Term
1295	WNT5A	Gene-Term
1295	RAB5A	Gene-Term
1295	DNM3	Gene-Term
1295	UBA52	Gene-Term
1295	PACSIN2	Gene-Term
1295	SYNJ2	Gene-Term
1295	HIP1R	Gene-Term
1295	SYT2	Gene-Term
1295	SYNJ1	Gene-Term
1295	AMPH	Gene-Term
1295	GAK	Gene-Term
1295	EPS15	Gene-Term
1295	DNM2	Gene-Term
1295	AAK1	Gene-Term
1295	CHRM2	Gene-Term
1295	ARPC2	Gene-Term
1295	HSPA8	Gene-Term
1295	RAB5B	Gene-Term
1295	PACSIN1	Gene-Term
1295	STON2	Gene-Term
1295	HIP1	Gene-Term
1295	SH3GL1	Gene-Term
1295	ACTR2	Gene-Term
1295	ARRB2	Gene-Term
1295	ARRB1	Gene-Term
1295	DNM1	Gene-Term
1295	CLTB	Gene-Term
1295	CTTN	Gene-Term
1295	DNAJC6	Gene-Term
1296	SEMA3F	Gene-Term
1296	EFNB1	Gene-Term
1296	DCC	Gene-Term
1296	RTN4	Gene-Term
1296	MICAL1	Gene-Term
1296	RHOA	Gene-Term
1296	EFNB3	Gene-Term
1296	GIPC1	Gene-Term
1296	CDH1	Gene-Term
1296	EPHA7	Gene-Term
1296	PLXND1	Gene-Term
1296	RTN4R	Gene-Term
1296	EFNA2	Gene-Term
1296	NTF4	Gene-Term
1296	AKT1	Gene-Term
1296	NTF3	Gene-Term
1296	EPHB1	Gene-Term
1296	BDNF	Gene-Term
1296	EPHB2	Gene-Term
1296	EPHA4	Gene-Term
1296	NRP1	Gene-Term
1296	NRCAM	Gene-Term
1296	EFNA5	Gene-Term
1296	EFNB2	Gene-Term
1296	NRP2	Gene-Term
1296	USH1C	Gene-Term
1296	ATP2B4	Gene-Term
1296	ATP2B2	Gene-Term
1296	PRKCZ	Gene-Term
1296	CIB2	Gene-Term
1296	LIN7A	Gene-Term
1296	CBLN4	Gene-Term
1296	STRN	Gene-Term
1296	CACNA1D	Gene-Term
1296	USH2A	Gene-Term
1296	FRMPD4	Gene-Term
1296	DRD5	Gene-Term
1296	MYO7A	Gene-Term
1296	PCDH15	Gene-Term
1296	MSN	Gene-Term
1296	ABCC8	Gene-Term
1296	CNTN2	Gene-Term
1296	SLC4A7	Gene-Term
1296	OTOF	Gene-Term
1296	PICK1	Gene-Term
1296	EPS8	Gene-Term
1296	CLRN1	Gene-Term
1296	CACNG3	Gene-Term
1296	RASGRP2	Gene-Term
1296	GRIK2	Gene-Term
1296	GRIN2B	Gene-Term
1296	SHISA7	Gene-Term
1296	SHISA6	Gene-Term
1296	STAC3	Gene-Term
1296	PPP1CA	Gene-Term
1296	AKAP5	Gene-Term
1296	PTPN5	Gene-Term
1296	GRIN3B	Gene-Term
1296	DLG1	Gene-Term
1296	SYNDIG1	Gene-Term
1296	ADAM23	Gene-Term
1296	MT3	Gene-Term
1296	GABRG2	Gene-Term
1296	DGKI	Gene-Term
1296	CACNG7	Gene-Term
1296	DDN	Gene-Term
1296	KCNC1	Gene-Term
1296	HTR3B	Gene-Term
1296	LGI1	Gene-Term
1296	GABRG1	Gene-Term
1296	HTR3A	Gene-Term
1296	ADAM22	Gene-Term
1296	CAMK2G	Gene-Term
1296	CNIH2	Gene-Term
1296	GSG1L	Gene-Term
1296	SHISA8	Gene-Term
1296	GRIA1	Gene-Term
1296	GRID2	Gene-Term
1296	CHRNB2	Gene-Term
1296	CNIH3	Gene-Term
1296	CAMK2B	Gene-Term
1296	KCNJ9	Gene-Term
1296	SLC32A1	Gene-Term
1296	GABRA6	Gene-Term
1296	OLFM3	Gene-Term
1296	RIMS2	Gene-Term
1296	CACNG2	Gene-Term
1296	GRIA2	Gene-Term
1296	CACNG4	Gene-Term
1296	RASGRF2	Gene-Term
1296	ATP2B3	Gene-Term
1296	GABRA1	Gene-Term
1296	GRIN3A	Gene-Term
1296	SCN2A	Gene-Term
1296	SNCB	Gene-Term
1296	CAMK2A	Gene-Term
1296	SLC6A7	Gene-Term
1296	PPP1CC	Gene-Term
1296	CACNA1C	Gene-Term
1296	KCNA1	Gene-Term
1296	PDE4B	Gene-Term
1296	MDM2	Gene-Term
1296	GABRD	Gene-Term
1296	GRIK4	Gene-Term
1296	GRIN2A	Gene-Term
1296	CACNG8	Gene-Term
1296	GRIN2D	Gene-Term
1296	CALY	Gene-Term
1296	PPP1CB	Gene-Term
1296	GRIN2C	Gene-Term
1296	MAPK8IP2	Gene-Term
1296	GRIA4	Gene-Term
1296	SHISA9	Gene-Term
1296	GRIK5	Gene-Term
1296	PRKCG	Gene-Term
1296	VWC2	Gene-Term
1296	OLFM2	Gene-Term
1296	CACNG5	Gene-Term
1296	GRIA3	Gene-Term
1296	VWC2L	Gene-Term
1296	SYNPR	Gene-Term
1296	GRIN1	Gene-Term
1296	PTK2B	Gene-Term
1296	ITGA3	Gene-Term
1296	TNR	Gene-Term
1296	TNN	Gene-Term
1296	YWHAQ	Gene-Term
1296	ITGA8	Gene-Term
1296	ARF6	Gene-Term
1296	COL4A5	Gene-Term
1296	YWHAZ	Gene-Term
1296	TLN2	Gene-Term
1296	TENM2	Gene-Term
1296	ACTB	Gene-Term
1296	THY1	Gene-Term
1296	CRKL	Gene-Term
1296	ALCAM	Gene-Term
1296	LYN	Gene-Term
1296	FLNA	Gene-Term
1296	LRP8	Gene-Term
1296	DAB1	Gene-Term
1296	ITGA2	Gene-Term
1296	SYPL1	Gene-Term
1296	SYT13	Gene-Term
1296	SYNGR2	Gene-Term
1296	NAPG	Gene-Term
1296	SYNGR3	Gene-Term
1296	STXBP3	Gene-Term
1296	PSD	Gene-Term
1296	ARFGAP1	Gene-Term
1296	GRASP	Gene-Term
1296	ARF1	Gene-Term
1296	ARF4	Gene-Term
1296	KCNK1	Gene-Term
1296	ASAP1	Gene-Term
1296	ASIC1	Gene-Term
1296	IQSEC3	Gene-Term
1296	SV2A	Gene-Term
1296	SYN1	Gene-Term
1296	PCLO	Gene-Term
1296	SCAMP5	Gene-Term
1296	STX11	Gene-Term
1296	BSN	Gene-Term
1296	CPLX1	Gene-Term
1296	STX1A	Gene-Term
1296	SV2B	Gene-Term
1296	CALB2	Gene-Term
1296	UNC13A	Gene-Term
1296	SYP	Gene-Term
1296	ESYT3	Gene-Term
1296	STXBP5	Gene-Term
1296	SYTL1	Gene-Term
1296	SYN3	Gene-Term
1296	SNTB2	Gene-Term
1296	STX3	Gene-Term
1296	STX2	Gene-Term
1296	STXBP1	Gene-Term
1296	YKT6	Gene-Term
1296	CPLX2	Gene-Term
1296	NPTN	Gene-Term
1296	NSF	Gene-Term
1296	OLFM1	Gene-Term
1296	VAMP1	Gene-Term
1296	ESYT1	Gene-Term
1296	MKLN1	Gene-Term
1296	VAMP5	Gene-Term
1296	STX1B	Gene-Term
1296	STX4	Gene-Term
1296	SYN2	Gene-Term
1296	SNAP29	Gene-Term
1296	SNAP47	Gene-Term
1296	SYT4	Gene-Term
1296	UNC13B	Gene-Term
1296	ESYT2	Gene-Term
1296	DYSF	Gene-Term
1296	LRRC7	Gene-Term
1296	CDC42	Gene-Term
1296	CTNND2	Gene-Term
1296	SHARPIN	Gene-Term
1296	PKP4	Gene-Term
1296	CYFIP1	Gene-Term
1296	LPHN3	Gene-Term
1296	CTNND1	Gene-Term
1296	PRKCI	Gene-Term
1296	PDE2A	Gene-Term
1296	CHI3L1	Gene-Term
1296	TOR1A	Gene-Term
1296	SYNGAP1	Gene-Term
1296	LPHN1	Gene-Term
1296	PPP3CC	Gene-Term
1296	RTN3	Gene-Term
1296	PTPRS	Gene-Term
1296	GAP43	Gene-Term
1296	NTRK2	Gene-Term
1296	PTPRZ1	Gene-Term
1296	SEMA4C	Gene-Term
1296	STX10	Gene-Term
1296	STX12	Gene-Term
1296	EEA1	Gene-Term
1296	STX7	Gene-Term
1296	STX16	Gene-Term
1296	SLC2A4	Gene-Term
1296	VPS18	Gene-Term
1296	STX6	Gene-Term
1296	SLC17A9	Gene-Term
1296	SLC6A4	Gene-Term
1296	SYT7	Gene-Term
1296	SYT14	Gene-Term
1296	SYT6	Gene-Term
1296	ENSG00000204176	Gene-Term
1296	NAPA	Gene-Term
1296	ENSG00000277758	Gene-Term
1296	FCHO2	Gene-Term
1296	SYT10	Gene-Term
1296	VPS45	Gene-Term
1296	SYT12	Gene-Term
1296	SYT16	Gene-Term
1296	SYT17	Gene-Term
1296	SEC22B	Gene-Term
1296	EXOC4	Gene-Term
1296	STX19	Gene-Term
1296	SYT5	Gene-Term
1296	SYT3	Gene-Term
1296	LAMP1	Gene-Term
1296	KCNQ3	Gene-Term
1296	SLC6A1	Gene-Term
1296	SLITRK2	Gene-Term
1296	CBLN3	Gene-Term
1296	SORCS3	Gene-Term
1296	PSMC4	Gene-Term
1296	PSMC5	Gene-Term
1296	PSMC2	Gene-Term
1296	GSK3B	Gene-Term
1296	COPS5	Gene-Term
1296	RPS6KB1	Gene-Term
1296	USP14	Gene-Term
1296	EIF2S1	Gene-Term
1296	DVL1	Gene-Term
1296	NUMB	Gene-Term
1296	VCP	Gene-Term
1296	CAD	Gene-Term
1296	CTNNB1	Gene-Term
1296	ANKS1B	Gene-Term
1296	PIP5K1C	Gene-Term
1296	EIF2B1	Gene-Term
1296	PSMA3	Gene-Term
1296	EGLN1	Gene-Term
1296	PTEN	Gene-Term
1296	HNRNPD	Gene-Term
1296	EEF1A2	Gene-Term
1296	HNRNPA3	Gene-Term
1296	NF1	Gene-Term
1296	PSMA7	Gene-Term
1296	RELA	Gene-Term
1296	EEF2	Gene-Term
1296	EIF4E	Gene-Term
1296	SNCAIP	Gene-Term
1296	CTTNBP2	Gene-Term
1296	STRN4	Gene-Term
1296	KCND2	Gene-Term
1296	MOB4	Gene-Term
1296	CORO1C	Gene-Term
1296	TRIP13	Gene-Term
1296	UNC119	Gene-Term
1296	HORMAD1	Gene-Term
1296	HFM1	Gene-Term
1296	TEX11	Gene-Term
1296	HORMAD2	Gene-Term
1296	SYCP3	Gene-Term
1296	RAD51B	Gene-Term
1296	RNF212	Gene-Term
1296	KPNA2	Gene-Term
1296	SYCP2	Gene-Term
1296	PLK2	Gene-Term
1296	SYCP1	Gene-Term
1296	TRIP4	Gene-Term
1296	TH	Gene-Term
1296	ADRB1	Gene-Term
1296	GABRR3	Gene-Term
1296	CRTC1	Gene-Term
1296	DARS	Gene-Term
1296	SLC18A2	Gene-Term
1296	CHRNA4	Gene-Term
1296	SNCA	Gene-Term
1296	DAOA	Gene-Term
1296	CHRNA7	Gene-Term
1296	DTNBP1	Gene-Term
1296	ADCYAP1	Gene-Term
1296	GHRL	Gene-Term
1296	ARR3	Gene-Term
1296	PPP1R9B	Gene-Term
1296	DDC	Gene-Term
1296	NRG1	Gene-Term
1296	TPH2	Gene-Term
1296	GABRA2	Gene-Term
1296	PPP1R1B	Gene-Term
1296	COMT	Gene-Term
1296	GABRB2	Gene-Term
1296	CHAT	Gene-Term
1296	ACHE	Gene-Term
1296	KCNJ3	Gene-Term
1296	GLRB	Gene-Term
1296	SLC6A2	Gene-Term
1296	GAD1	Gene-Term
1296	SLC6A3	Gene-Term
1296	DISC1	Gene-Term
1296	PSD2	Gene-Term
1296	SLC1A2	Gene-Term
1296	FAIM2	Gene-Term
1296	SLC30A1	Gene-Term
1296	SLC30A3	Gene-Term
1296	HPCA	Gene-Term
1296	SLITRK1	Gene-Term
1296	CNTNAP4	Gene-Term
1296	GRIP1	Gene-Term
1296	PSEN1	Gene-Term
1296	SEMA4F	Gene-Term
1296	NCK2	Gene-Term
1296	SEMA3E	Gene-Term
1296	RAC1	Gene-Term
1296	STAT3	Gene-Term
1296	OPHN1	Gene-Term
