Parent	Child	EdgeType
1680	C11orf85	Gene-Term
1680	CCDC79	Gene-Term
1680	C15orf43	Gene-Term
1681	CDH1	Gene-Term
1681	CTNND1	Gene-Term
1681	CTNNB1	Gene-Term
1681	FER	Gene-Term
1682	CYFIP1	Gene-Term
1682	CYFIP2	Gene-Term
1682	WASF1	Gene-Term
1682	NCKAP1	Gene-Term
1683	RPS9	Gene-Term
1683	EIF3A	Gene-Term
1683	EIF3B	Gene-Term
1683	EIF3M	Gene-Term
1684	RHEB	Gene-Term
1684	EIF4EBP1	Gene-Term
1684	MTOR	Gene-Term
1684	RPTOR	Gene-Term
1685	RPS3	Gene-Term
1685	EIF3A	Gene-Term
1685	EIF3B	Gene-Term
1685	EIF3G	Gene-Term
1686	STX2	Gene-Term
1686	SNAP23	Gene-Term
1686	SNAP29	Gene-Term
1686	VAMP8	Gene-Term
1687	ALCAM	Gene-Term
1687	GRASP	Gene-Term
1687	CNTN6	Gene-Term
1687	CD6	Gene-Term
1688	NCSTN	Gene-Term
1688	PSENEN	Gene-Term
1688	APH1A	Gene-Term
1688	CNTN6	Gene-Term
1689	LRRC7	Gene-Term
1689	CYFIP1	Gene-Term
1689	RAB27A	Gene-Term
1689	CHI3L1	Gene-Term
1690	RAB3A	Gene-Term
1690	RAB3GAP1	Gene-Term
1690	DMXL2	Gene-Term
1690	RAB3GAP2	Gene-Term
1691	CYFIP1	Gene-Term
1691	ABI2	Gene-Term
1691	WASF1	Gene-Term
1691	BRK1	Gene-Term
1692	USP14	Gene-Term
1692	UBA52	Gene-Term
1692	VCP	Gene-Term
1692	PLAA	Gene-Term
1693	RPS3	Gene-Term
1693	EIF3A	Gene-Term
1693	EIF3B	Gene-Term
1693	RPS20	Gene-Term
1693	EIF3I	Gene-Term
1694	PSEN1	Gene-Term
1694	NCSTN	Gene-Term
1694	PSENEN	Gene-Term
1694	PSEN2	Gene-Term
1694	APH1B	Gene-Term
1695	CNR1	Gene-Term
1695	ABHD6	Gene-Term
1695	DAGLA	Gene-Term
1695	DAGLB	Gene-Term
1695	NAAA	Gene-Term
1696	DMTN	Gene-Term
1696	MARCKS	Gene-Term
1696	ADD2	Gene-Term
1696	ADD3	Gene-Term
1696	ADD1	Gene-Term
1697	UBA52	Gene-Term
1697	WNT3A	Gene-Term
1697	LRP6	Gene-Term
1697	FZD5	Gene-Term
1697	USP8	Gene-Term
1698	PSMC5	Gene-Term
1698	PSMC4	Gene-Term
1698	PSMA3	Gene-Term
1698	PSMA7	Gene-Term
1698	PSMB8	Gene-Term
1699	ATP1A3	Gene-Term
1699	ATP1A1	Gene-Term
1699	ATP1A2	Gene-Term
1699	ATP6V0D1	Gene-Term
1699	FXYD6	Gene-Term
1700	STRN	Gene-Term
1700	PPP2CA	Gene-Term
1700	CTTNBP2	Gene-Term
1700	STRN4	Gene-Term
1700	MOB4	Gene-Term
1701	USH2A	Gene-Term
1701	CLRN1	Gene-Term
1701	TULP1	Gene-Term
1701	CNGB1	Gene-Term
1701	PRPH2	Gene-Term
1702	RPL30	Gene-Term
1702	RPL10A	Gene-Term
1702	RPS27	Gene-Term
1702	RPS17	Gene-Term
1702	RPL36AL	Gene-Term
1703	NRP1	Gene-Term
1703	SEPT5	Gene-Term
1703	CDK5	Gene-Term
1703	DPYSL3	Gene-Term
1703	CDK5R1	Gene-Term
1704	CAD	Gene-Term
1704	GAD1	Gene-Term
1704	GAD2	Gene-Term
1704	GLUL	Gene-Term
1704	GOT1	Gene-Term
1705	PSMC5	Gene-Term
1705	PSMC2	Gene-Term
1705	PSMC4	Gene-Term
1705	PSMA8	Gene-Term
1705	PSMD10	Gene-Term
1705	ADRM1	Gene-Term
1706	RPS3	Gene-Term
1706	RPS18	Gene-Term
1706	RPS9	Gene-Term
1706	EIF3A	Gene-Term
1706	EIF3B	Gene-Term
1706	EIF3E	Gene-Term
1707	VCP	Gene-Term
1707	SIGMAR1	Gene-Term
1707	SPG11	Gene-Term
1707	FUS	Gene-Term
1707	CHMP2B	Gene-Term
1707	ALS2	Gene-Term
1708	EIF2S1	Gene-Term
1708	EIF2B1	Gene-Term
1708	EIF2B2	Gene-Term
1708	EIF2B5	Gene-Term
1708	EIF2B3	Gene-Term
1708	EIF2B4	Gene-Term
1709	AP2B1	Gene-Term
1709	CLTA	Gene-Term
1709	WNT5A	Gene-Term
1709	CLTB	Gene-Term
1709	FZD5	Gene-Term
1709	ROR1	Gene-Term
1710	USH1C	Gene-Term
1710	CIB2	Gene-Term
1710	USH2A	Gene-Term
1710	MYO7A	Gene-Term
1710	PCDH15	Gene-Term
1710	CLRN1	Gene-Term
1711	CDH1	Gene-Term
1711	STX4	Gene-Term
1711	CTNND1	Gene-Term
1711	EXOC4	Gene-Term
1711	CTNNB1	Gene-Term
1711	EXOC3	Gene-Term
1711	CTNNA1	Gene-Term
1712	DCC	Gene-Term
1712	SRC	Gene-Term
1712	PTK2	Gene-Term
1712	CDC42	Gene-Term
1712	RAC1	Gene-Term
1712	TRIO	Gene-Term
1712	ABLIM3	Gene-Term
1713	NAPG	Gene-Term
1713	NSF	Gene-Term
1713	VAMP4	Gene-Term
1713	STX16	Gene-Term
1713	STX6	Gene-Term
1713	NAPA	Gene-Term
1713	RAB6B	Gene-Term
1714	GNG3	Gene-Term
1714	WNT5A	Gene-Term
1714	GNB5	Gene-Term
1714	PLCB1	Gene-Term
1714	PLCB3	Gene-Term
1714	FZD5	Gene-Term
1714	FZD3	Gene-Term
1715	SEPT5	Gene-Term
1715	SEPT8	Gene-Term
1715	SEPT6	Gene-Term
1715	SEPT3	Gene-Term
1715	SEPT4	Gene-Term
1715	SEPT11	Gene-Term
1715	SEPT1	Gene-Term
1716	ACTR2	Gene-Term
1716	VCP	Gene-Term
1716	UNC13D	Gene-Term
1716	VAT1	Gene-Term
1716	GDI2	Gene-Term
1716	MAPK1	Gene-Term
1716	FABP5	Gene-Term
1717	THY1	Gene-Term
1717	NTNG1	Gene-Term
1717	NTNG2	Gene-Term
1717	CNTN4	Gene-Term
1717	CNTN5	Gene-Term
1717	MDGA1	Gene-Term
1717	NRN1	Gene-Term
1718	CACNG3	Gene-Term
1718	ADAM23	Gene-Term
1718	DLG4	Gene-Term
1718	LGI1	Gene-Term
1718	ADAM22	Gene-Term
1718	CACNG2	Gene-Term
1718	CACNG4	Gene-Term
1718	CACNG8	Gene-Term
1719	PPP2CA	Gene-Term
1719	PPP1CC	Gene-Term
1719	CDC42	Gene-Term
1719	CDC20	Gene-Term
1719	RPS27	Gene-Term
1719	NDE1	Gene-Term
1719	DYNLL2	Gene-Term
1719	NDEL1	Gene-Term
1720	SNAP29	Gene-Term
1720	RAB5C	Gene-Term
1720	LAMP1	Gene-Term
1720	PSEN1	Gene-Term
1720	DNAJC5	Gene-Term
1720	ARL8A	Gene-Term
1720	SYNGR1	Gene-Term
1720	NCSTN	Gene-Term
1721	GRIK2	Gene-Term
1721	DLG1	Gene-Term
1721	DLG4	Gene-Term
1721	GRIK4	Gene-Term
1721	GRIK5	Gene-Term
1721	DLG3	Gene-Term
1721	GRIK1	Gene-Term
1721	GRIK3	Gene-Term
1722	HSPA8	Gene-Term
1722	HNRNPD	Gene-Term
1722	HNRNPA3	Gene-Term
1722	HNRNPR	Gene-Term
1722	ELAVL1	Gene-Term
1722	EIF4A3	Gene-Term
1722	FUS	Gene-Term
1722	HNRNPH2	Gene-Term
1723	RAB3A	Gene-Term
1723	GDI2	Gene-Term
1723	RAB6B	Gene-Term
1723	RAB18	Gene-Term
1723	DCTN2	Gene-Term
1723	RAB3GAP1	Gene-Term
1723	RAB3GAP2	Gene-Term
1723	DYNLL2	Gene-Term
1724	PPP2CA	Gene-Term
1724	PPP2R2A	Gene-Term
1724	PPP1CA	Gene-Term
1724	PPP1CC	Gene-Term
1724	PPP1CB	Gene-Term
1724	PPP1R9B	Gene-Term
1724	PPP3CB	Gene-Term
1724	PPP3CA	Gene-Term
1725	CHRNB4	Gene-Term
1725	SNAP25	Gene-Term
1725	SNAP23	Gene-Term
1725	ADAM10	Gene-Term
1725	PLD1	Gene-Term
1725	CD47	Gene-Term
1725	KCNAB2	Gene-Term
1725	SIRPA	Gene-Term
1726	AGRN	Gene-Term
1726	PTK2B	Gene-Term
1726	SRC	Gene-Term
1726	PTK2	Gene-Term
1726	MUSK	Gene-Term
1726	RAPSN	Gene-Term
1726	CHRNG	Gene-Term
1726	CHRNB1	Gene-Term
1727	AGRN	Gene-Term
1727	LRP8	Gene-Term
1727	APOE	Gene-Term
1727	BCAN	Gene-Term
1727	GPC6	Gene-Term
1727	GPC4	Gene-Term
1727	GPC1	Gene-Term
1727	CSPG5	Gene-Term
1728	GSK3B	Gene-Term
1728	DVL1	Gene-Term
1728	WNT3A	Gene-Term
1728	GSK3A	Gene-Term
1728	LRP6	Gene-Term
1728	FZD5	Gene-Term
1728	CSNK1G1	Gene-Term
1728	CSNK1G2	Gene-Term
1729	ARFGAP1	Gene-Term
1729	ARF1	Gene-Term
1729	ARF4	Gene-Term
1729	SEC22B	Gene-Term
1729	KIF21B	Gene-Term
1729	KIF5A	Gene-Term
1729	KIF1A	Gene-Term
1729	TMED9	Gene-Term
1730	ARPC2	Gene-Term
1730	ACTR2	Gene-Term
1730	ARPC3	Gene-Term
1730	ARPC5L	Gene-Term
1730	ARPC1A	Gene-Term
1730	ACTR3	Gene-Term
1730	ARPC4	Gene-Term
1730	ARPC1B	Gene-Term
1731	YWHAQ	Gene-Term
1731	YWHAZ	Gene-Term
1731	VAMP2	Gene-Term
1731	RAB8A	Gene-Term
1731	RAB10	Gene-Term
1731	SLC2A4	Gene-Term
1731	YWHAG	Gene-Term
1731	YWHAE	Gene-Term
1731	YWHAH	Gene-Term
1732	BIN1	Gene-Term
1732	PPP3CC	Gene-Term
1732	PICALM	Gene-Term
1732	SYNJ2	Gene-Term
1732	SYNJ1	Gene-Term
1732	EPS15	Gene-Term
1732	DNM1	Gene-Term
1732	PPP3CB	Gene-Term
1732	PPP3CA	Gene-Term
1733	AGRN	Gene-Term
1733	ITGA3	Gene-Term
1733	ITGA8	Gene-Term
1733	SRC	Gene-Term
