Parent	Child	EdgeType
1680	RAB6B	Gene-Term
1680	RAB18	Gene-Term
1680	DCTN2	Gene-Term
1680	RAB3GAP1	Gene-Term
1680	RAB3GAP2	Gene-Term
1680	DYNLL2	Gene-Term
1681	ACTR2	Gene-Term
1681	VCP	Gene-Term
1681	UNC13D	Gene-Term
1681	VAT1	Gene-Term
1681	GDI2	Gene-Term
1681	MAPK1	Gene-Term
1681	FABP5	Gene-Term
1682	PPP2CA	Gene-Term
1682	PPP1CC	Gene-Term
1682	CDC42	Gene-Term
1682	CDC20	Gene-Term
1682	RPS27	Gene-Term
1682	NDE1	Gene-Term
1682	DYNLL2	Gene-Term
1682	NDEL1	Gene-Term
1683	SNAP29	Gene-Term
1683	RAB5C	Gene-Term
1683	LAMP1	Gene-Term
1683	PSEN1	Gene-Term
1683	DNAJC5	Gene-Term
1683	ARL8A	Gene-Term
1683	SYNGR1	Gene-Term
1683	NCSTN	Gene-Term
1684	AGRN	Gene-Term
1684	LRP8	Gene-Term
1684	APOE	Gene-Term
1684	BCAN	Gene-Term
1684	GPC6	Gene-Term
1684	GPC4	Gene-Term
1684	GPC1	Gene-Term
1684	CSPG5	Gene-Term
1685	GSK3B	Gene-Term
1685	DVL1	Gene-Term
1685	WNT3A	Gene-Term
1685	GSK3A	Gene-Term
1685	LRP6	Gene-Term
1685	FZD5	Gene-Term
1685	CSNK1G1	Gene-Term
1685	CSNK1G2	Gene-Term
1686	UBA52	Gene-Term
1686	CDC20	Gene-Term
1686	RNF19A	Gene-Term
1686	PJA2	Gene-Term
1686	NEDD4	Gene-Term
1686	TRIM9	Gene-Term
1686	FBXO2	Gene-Term
1686	FBXL20	Gene-Term
1686	ZNRF1	Gene-Term
1686	ZNRF2	Gene-Term
1687	TNC	Gene-Term
1687	APP	Gene-Term
1687	CDH2	Gene-Term
1687	PENK	Gene-Term
1687	ADAM10	Gene-Term
1687	FGA	Gene-Term
1687	WFS1	Gene-Term
1687	APOE	Gene-Term
1687	C4A	Gene-Term
1687	SPARCL1	Gene-Term
1688	ACTN1	Gene-Term
1688	VTI1B	Gene-Term
1688	APP	Gene-Term
1688	ACTN2	Gene-Term
1688	IGF1	Gene-Term
1688	FGB	Gene-Term
1688	FGA	Gene-Term
1688	SPARC	Gene-Term
1688	SRGN	Gene-Term
1688	CLU	Gene-Term
