Parent	Child	EdgeType
1283	MAF1	Gene-Term
1283	GATAD2B	Gene-Term
1284	INA	Gene-Term
1284	TANC1	Gene-Term
1285	SYNJ2	Gene-Term
1285	SYNJ2BP	Gene-Term
1286	TOR1A	Gene-Term
1286	ATCAY	Gene-Term
1287	PPP1CA	Gene-Term
1287	PPP1R9A	Gene-Term
1288	USH1C	Gene-Term
1288	SLC4A7	Gene-Term
1289	MICAL1	Gene-Term
1289	RAB10	Gene-Term
1290	NDFIP1	Gene-Term
1290	NEDD4	Gene-Term
1291	PPP1R9B	Gene-Term
1291	SAMD14	Gene-Term
1292	REC114	Gene-Term
1292	MEI4	Gene-Term
1293	STX1A	Gene-Term
1293	SNPH	Gene-Term
1294	FCGR2B	Gene-Term
1294	BCR	Gene-Term
1295	RELA	Gene-Term
1295	IL1RAP	Gene-Term
1296	PTPRD	Gene-Term
1296	SLITRK4	Gene-Term
1297	ARF6	Gene-Term
1297	CPE	Gene-Term
1298	SLC18A3	Gene-Term
1298	SLC5A7	Gene-Term
1299	UTRN	Gene-Term
1299	CNN3	Gene-Term
1300	SYNPO2	Gene-Term
1300	SCGN	Gene-Term
1301	SIPA1L1	Gene-Term
1301	LZTS3	Gene-Term
1302	SYNPR	Gene-Term
1302	SYNGR1	Gene-Term
1303	DISC1	Gene-Term
1303	ZNF365	Gene-Term
1304	SORCS3	Gene-Term
1304	VPS35	Gene-Term
1305	C1QL1	Gene-Term
1305	BAI3	Gene-Term
1306	CNGB1	Gene-Term
1306	PRPH2	Gene-Term
1307	EIF2S1	Gene-Term
1307	DARS	Gene-Term
1308	CNTNAP4	Gene-Term
1308	CNTN5	Gene-Term
1309	GRID2	Gene-Term
1309	CBLN3	Gene-Term
1310	PRKACA	Gene-Term
1310	KCNK2	Gene-Term
1311	SLC18A1	Gene-Term
1311	SLC16A1	Gene-Term
1312	STX12	Gene-Term
1312	NSG1	Gene-Term
1313	CDC20	Gene-Term
1313	PLK2	Gene-Term
1314	GNG3	Gene-Term
1314	RGS10	Gene-Term
1315	NRG3	Gene-Term
1315	CADPS2	Gene-Term
1316	DBN1	Gene-Term
1316	ZMYND8	Gene-Term
1317	NRGN	Gene-Term
1317	ZNF804A	Gene-Term
1318	DAGLA	Gene-Term
1318	DAGLB	Gene-Term
1319	PRNP	Gene-Term
1319	CRYAB	Gene-Term
1320	SNTA1	Gene-Term
1320	MAGEE1	Gene-Term
1321	PIN1	Gene-Term
1321	SYAP1	Gene-Term
1322	NLGN2	Gene-Term
1322	LHFPL4	Gene-Term
1323	PRPH	Gene-Term
1323	C1QL4	Gene-Term
1324	JAK2	Gene-Term
1324	IL31RA	Gene-Term
1325	SHISA6	Gene-Term
1325	PRRT1	Gene-Term
1326	MYCBP2	Gene-Term
1326	FBXO45	Gene-Term
1327	TRIP4	Gene-Term
1327	ASCC1	Gene-Term
1328	ITSN1	Gene-Term
1328	FCHSD2	Gene-Term
1329	ARF1	Gene-Term
1329	IQSEC2	Gene-Term
1330	ALCAM	Gene-Term
1330	CD6	Gene-Term
1331	RAD21L1	Gene-Term
1331	SMC1B	Gene-Term
1332	TEX11	Gene-Term
1332	SYCP2	Gene-Term
1333	BCR	Gene-Term
1333	SH2D5	Gene-Term
1334	ASCC1	Gene-Term
1334	KIAA1109	Gene-Term
1335	ATP6V0D1	Gene-Term
1335	ATP6V1B1	Gene-Term
1336	GNRH1	Gene-Term
1336	NSMF	Gene-Term
1337	RGMA	Gene-Term
1337	MCTP2	Gene-Term
1338	FUS	Gene-Term
1338	CHRFAM7A	Gene-Term
1339	TNR	Gene-Term
1339	MCTP1	Gene-Term
1340	GABRE	Gene-Term
1340	NR1D1	Gene-Term
1341	SEPT8	Gene-Term
1341	ZMYND19	Gene-Term
1342	CBLN3	Gene-Term
1342	SYCE1L	Gene-Term
1343	KCNJ4	Gene-Term
1343	BAALC	Gene-Term
1344	FLNA	Gene-Term
1344	TMLHE	Gene-Term
1345	DDN	Gene-Term
1345	SYNPO	Gene-Term
1346	EIF2B3	Gene-Term
1346	PALMD	Gene-Term
1347	COPS5	Gene-Term
1347	USP50	Gene-Term
1348	PORCN	Gene-Term
1348	RUSC1	Gene-Term
1349	DNM2	Gene-Term
1349	LYPD6	Gene-Term
1350	BRSK1	Gene-Term
1350	SYCP2L	Gene-Term
1351	SEMA4C	Gene-Term
1351	CHST10	Gene-Term
1352	NEFL	Gene-Term
1352	MTMR2	Gene-Term
1353	SLC6A2	Gene-Term
1353	SLC22A2	Gene-Term
1354	ARHGAP44	Gene-Term
1354	SNX14	Gene-Term
1355	STRN4	Gene-Term
1355	CAMKV	Gene-Term
1355	VAT1L	Gene-Term
1356	SPARC	Gene-Term
1356	SPOCK1	Gene-Term
1356	SPARCL1	Gene-Term
1357	UNC5C	Gene-Term
1357	1351	Child-Parent
1358	AKT1	Gene-Term
1358	DISC1	Gene-Term
1358	CCDC88A	Gene-Term
