Parent	Child	EdgeType
1680	LRRC7	Gene-Term
1680	CYFIP1	Gene-Term
1680	RAB27A	Gene-Term
1680	CHI3L1	Gene-Term
1681	RAB6B	Gene-Term
1681	RAB18	Gene-Term
1681	DCTN2	Gene-Term
1681	RAB3GAP1	Gene-Term
1681	RAB3GAP2	Gene-Term
1681	DYNLL2	Gene-Term
1682	AP2B1	Gene-Term
1682	CLTA	Gene-Term
1682	WNT5A	Gene-Term
1682	CLTB	Gene-Term
1682	FZD5	Gene-Term
1682	ROR1	Gene-Term
1683	AGRN	Gene-Term
1683	BCAN	Gene-Term
1683	GPC6	Gene-Term
1683	GPC4	Gene-Term
1683	GPC1	Gene-Term
1683	CSPG5	Gene-Term
1684	PSMC5	Gene-Term
1684	PSMC2	Gene-Term
1684	PSMC4	Gene-Term
1684	USP14	Gene-Term
1684	PSMA3	Gene-Term
1684	PSMA7	Gene-Term
1684	PSMD13	Gene-Term
1685	PSMC5	Gene-Term
1685	PSMC2	Gene-Term
1685	PSMC4	Gene-Term
1685	USP14	Gene-Term
1685	PSMA3	Gene-Term
1685	PSMA7	Gene-Term
1685	PSMD4	Gene-Term
1686	PSMC5	Gene-Term
1686	PSMC2	Gene-Term
1686	PSMC4	Gene-Term
1686	USP14	Gene-Term
1686	PSMA3	Gene-Term
1686	PSMA7	Gene-Term
1686	PSMD11	Gene-Term
1687	PSMC5	Gene-Term
1687	PSMC2	Gene-Term
1687	PSMC4	Gene-Term
1687	USP14	Gene-Term
1687	PSMA3	Gene-Term
1687	PSMA7	Gene-Term
1687	PSMD6	Gene-Term
1688	PSMC5	Gene-Term
1688	PSMC2	Gene-Term
1688	PSMC4	Gene-Term
1688	USP14	Gene-Term
1688	PSMA3	Gene-Term
1688	PSMA7	Gene-Term
1688	PSMC6	Gene-Term
1689	PSMC5	Gene-Term
1689	PSMC2	Gene-Term
1689	PSMC4	Gene-Term
1689	USP14	Gene-Term
1689	PSMA3	Gene-Term
1689	PSMA7	Gene-Term
1689	PSMD7	Gene-Term
1690	PSMC5	Gene-Term
1690	PSMC2	Gene-Term
1690	PSMC4	Gene-Term
1690	USP14	Gene-Term
1690	PSMA3	Gene-Term
1690	PSMA7	Gene-Term
1690	PSMD14	Gene-Term
1691	PSMC5	Gene-Term
1691	PSMC2	Gene-Term
1691	PSMC4	Gene-Term
1691	USP14	Gene-Term
1691	PSMA3	Gene-Term
1691	PSMA7	Gene-Term
1691	PSMC1	Gene-Term
1692	PSMC5	Gene-Term
1692	PSMC2	Gene-Term
1692	PSMC4	Gene-Term
1692	USP14	Gene-Term
1692	PSMA3	Gene-Term
1692	PSMA7	Gene-Term
1692	PSMD2	Gene-Term
1693	PSMC5	Gene-Term
1693	PSMC2	Gene-Term
1693	PSMC4	Gene-Term
1693	USP14	Gene-Term
1693	PSMA3	Gene-Term
1693	PSMA7	Gene-Term
1693	PSMD1	Gene-Term
1694	PSMC5	Gene-Term
1694	PSMC2	Gene-Term
1694	PSMC4	Gene-Term
1694	USP14	Gene-Term
1694	PSMA3	Gene-Term
1694	PSMA7	Gene-Term
1694	PSMC3	Gene-Term
1695	PSMC5	Gene-Term
1695	PSMC2	Gene-Term
1695	PSMC4	Gene-Term
1695	USP14	Gene-Term
1695	PSMA3	Gene-Term
1695	PSMA7	Gene-Term
1695	PSMD8	Gene-Term
1696	PSMC5	Gene-Term
1696	PSMC2	Gene-Term
1696	PSMC4	Gene-Term
1696	USP14	Gene-Term
1696	PSMA3	Gene-Term
1696	PSMA7	Gene-Term
1696	PSMD3	Gene-Term
1697	PSMC5	Gene-Term
1697	PSMC2	Gene-Term
1697	PSMC4	Gene-Term
1697	USP14	Gene-Term
1697	PSMA3	Gene-Term
1697	PSMA7	Gene-Term
1697	PSMD12	Gene-Term
1698	PSMA4	Gene-Term
1698	PSMC5	Gene-Term
1698	PSMC2	Gene-Term
1698	PSMC4	Gene-Term
1698	USP14	Gene-Term
1698	PSMA3	Gene-Term
1698	PSMA7	Gene-Term
1699	EPHB1	Gene-Term
1699	EPHB2	Gene-Term
1699	PSEN1	Gene-Term
1699	NCSTN	Gene-Term
1699	PSENEN	Gene-Term
1699	APH1A	Gene-Term
1699	PSEN2	Gene-Term
1700	PTK2	Gene-Term
1700	HRAS	Gene-Term
1700	FYN	Gene-Term
1700	SOS1	Gene-Term
1700	PTPRA	Gene-Term
1700	SPTBN2	Gene-Term
1700	SPTBN1	Gene-Term
1701	THY1	Gene-Term
1701	NTNG1	Gene-Term
1701	NTNG2	Gene-Term
1701	CNTN4	Gene-Term
1701	CNTN5	Gene-Term
1701	MDGA1	Gene-Term
1701	NRN1	Gene-Term
1702	GNG3	Gene-Term
1702	WNT5A	Gene-Term
1702	GNB5	Gene-Term
1702	PLCB1	Gene-Term
1702	PLCB3	Gene-Term
1702	FZD5	Gene-Term
1702	FZD3	Gene-Term
1703	ACTR2	Gene-Term
1703	VCP	Gene-Term
1703	UNC13D	Gene-Term
1703	VAT1	Gene-Term
1703	GDI2	Gene-Term
1703	MAPK1	Gene-Term
1703	FABP5	Gene-Term
1704	GSK3B	Gene-Term
1704	DVL1	Gene-Term
1704	WNT3A	Gene-Term
1704	GSK3A	Gene-Term
1704	LRP6	Gene-Term
1704	FZD5	Gene-Term
