Parent	Child	EdgeType
1680	C11orf85	Gene-Term
1680	CCDC79	Gene-Term
1680	C15orf43	Gene-Term
1681	RTN3	Gene-Term
1681	SLC30A3	Gene-Term
1681	AP3D1	Gene-Term
1682	ADCY1	Gene-Term
1682	HRAS	Gene-Term
1682	RAF1	Gene-Term
1682	PIK3CA	Gene-Term
1683	NCK2	Gene-Term
1683	WBP2	Gene-Term
1683	PTPRA	Gene-Term
1683	NEDD4	Gene-Term
1684	C1QB	Gene-Term
1684	C1QC	Gene-Term
1684	C4A	Gene-Term
1684	C4B	Gene-Term
1685	USP14	Gene-Term
1685	UBA52	Gene-Term
1685	VCP	Gene-Term
1685	PLAA	Gene-Term
1686	EEA1	Gene-Term
1686	STX6	Gene-Term
1686	GOPC	Gene-Term
1686	VPS51	Gene-Term
1687	RHEB	Gene-Term
1687	EIF4EBP1	Gene-Term
1687	MTOR	Gene-Term
1687	RPTOR	Gene-Term
1688	GRIN2B	Gene-Term
1688	PLAT	Gene-Term
1688	SERPINI1	Gene-Term
1688	SERPINE1	Gene-Term
1689	NPTX2	Gene-Term
1689	C1QC	Gene-Term
1689	PCDH17	Gene-Term
1689	NPAS4	Gene-Term
1690	STX2	Gene-Term
1690	SNAP23	Gene-Term
1690	SNAP29	Gene-Term
1690	VAMP8	Gene-Term
1691	PPP2CA	Gene-Term
1691	PPP1CC	Gene-Term
1691	GSK3B	Gene-Term
1691	PIN1	Gene-Term
1691	AKT3	Gene-Term
1692	CNR1	Gene-Term
1692	ABHD6	Gene-Term
1692	DAGLA	Gene-Term
1692	DAGLB	Gene-Term
1692	NAAA	Gene-Term
1693	RPL30	Gene-Term
1693	RPL10A	Gene-Term
1693	RPS27	Gene-Term
1693	RPS17	Gene-Term
1693	RPL36AL	Gene-Term
1694	PICK1	Gene-Term
1694	GRASP	Gene-Term
1694	ARF1	Gene-Term
1694	IQSEC2	Gene-Term
1694	ARFGEF2	Gene-Term
1694	CYTH2	Gene-Term
1695	CDH1	Gene-Term
1695	USH1C	Gene-Term
1695	MSN	Gene-Term
1695	CTNND1	Gene-Term
1695	CTNNB1	Gene-Term
1695	FER	Gene-Term
1696	PSMC5	Gene-Term
1696	PSMC2	Gene-Term
1696	PSMC4	Gene-Term
1696	PSMA8	Gene-Term
1696	PSMD10	Gene-Term
1696	ADRM1	Gene-Term
1697	JAK2	Gene-Term
1697	MUSK	Gene-Term
1697	DNAJA3	Gene-Term
1697	DOK7	Gene-Term
1697	STAT5B	Gene-Term
1697	STAT5A	Gene-Term
1698	STX12	Gene-Term
1698	YWHAH	Gene-Term
1698	ATP1A2	Gene-Term
1698	ATP6V1B1	Gene-Term
1698	ATP6V0D1	Gene-Term
1698	ATP6V0C	Gene-Term
1699	CYFIP1	Gene-Term
1699	ABI2	Gene-Term
1699	CYFIP2	Gene-Term
1699	WASF1	Gene-Term
1699	BRK1	Gene-Term
1699	NCKAP1	Gene-Term
1700	IGF1	Gene-Term
1700	ACAN	Gene-Term
1700	IGFBP5	Gene-Term
1700	IGF1R	Gene-Term
1700	IGFBP4	Gene-Term
1700	IGFBP1	Gene-Term
1701	EIF2S1	Gene-Term
1701	EIF2B1	Gene-Term
1701	EIF2B2	Gene-Term
1701	EIF2B5	Gene-Term
1701	EIF2B3	Gene-Term
1701	EIF2B4	Gene-Term
1702	GABRD	Gene-Term
1702	CALB2	Gene-Term
1702	CALB1	Gene-Term
1702	TBR1	Gene-Term
1702	CNTNAP2	Gene-Term
1702	FOXP2	Gene-Term
1702	SRPX2	Gene-Term
1703	RAB11A	Gene-Term
1703	ARR3	Gene-Term
1703	MYH10	Gene-Term
1703	HTT	Gene-Term
1703	MYO5B	Gene-Term
1703	RAB11FIP3	Gene-Term
1703	RAB11FIP2	Gene-Term
1704	TH	Gene-Term
1704	DDC	Gene-Term
1704	TPH2	Gene-Term
1704	FGA	Gene-Term
1704	GPHN	Gene-Term
1704	HTT	Gene-Term
1704	KMO	Gene-Term
1705	BDNF	Gene-Term
1705	GAP43	Gene-Term
1705	TH	Gene-Term
1705	CHRNA7	Gene-Term
1705	ACHE	Gene-Term
1705	XBP1	Gene-Term
1705	MANF	Gene-Term
1706	NTS	Gene-Term
1706	SLC18A2	Gene-Term
1706	ADORA1	Gene-Term
1706	SLC1A2	Gene-Term
1706	ADORA2A	Gene-Term
1706	ADORA2B	Gene-Term
1706	SLC29A1	Gene-Term
1707	DLG4	Gene-Term
1707	CPLX2	Gene-Term
1707	CDC20	Gene-Term
1707	GABBR2	Gene-Term
1707	TBR1	Gene-Term
1707	GPM6A	Gene-Term
1707	NEUROD2	Gene-Term
1708	EPHA4	Gene-Term
1708	GABRG2	Gene-Term
1708	SYT13	Gene-Term
1708	RPS3	Gene-Term
1708	MKLN1	Gene-Term
1708	NDE1	Gene-Term
1708	CDK5	Gene-Term
1709	AKT1	Gene-Term
1709	EGLN1	Gene-Term
1709	MAPK8IP1	Gene-Term
1709	USP8	Gene-Term
1709	CCDC88A	Gene-Term
1709	NOS3	Gene-Term
1709	FOXO3	Gene-Term
1710	GRASP	Gene-Term
1710	SLC6A3	Gene-Term
1710	HRAS	Gene-Term
1710	RAP1A	Gene-Term
1710	DLGAP3	Gene-Term
1710	GABRB1	Gene-Term
1710	RGS12	Gene-Term
1711	DRD5	Gene-Term
1711	LAMP1	Gene-Term
1711	TH	Gene-Term
1711	DDC	Gene-Term
1711	RIMS1	Gene-Term
1711	DRD1	Gene-Term
1711	SLC17A5	Gene-Term
1712	AKAP5	Gene-Term
1712	SHANK1	Gene-Term
1712	SHANK2	Gene-Term
1712	PTPRA	Gene-Term
1712	DBNL	Gene-Term
1712	SIPA1L1	Gene-Term
1712	LZTS3	Gene-Term
1713	SEPT5	Gene-Term
1713	SEPT8	Gene-Term
1713	SEPT6	Gene-Term
1713	SEPT3	Gene-Term
1713	SEPT4	Gene-Term
1713	SEPT11	Gene-Term
1713	SEPT1	Gene-Term
1714	PTK2B	Gene-Term
1714	PTK2	Gene-Term
1714	GABRR3	Gene-Term
1714	AP3B1	Gene-Term
1714	GABRB1	Gene-Term
1714	PDLIM4	Gene-Term
1714	DPYSL3	Gene-Term
1715	THY1	Gene-Term
1715	NTNG1	Gene-Term
1715	NTNG2	Gene-Term
1715	CNTN4	Gene-Term
1715	CNTN5	Gene-Term
1715	MDGA1	Gene-Term
1715	NRN1	Gene-Term
1716	ARFGAP1	Gene-Term
1716	ARF1	Gene-Term
1716	ARF4	Gene-Term
1716	SEC22B	Gene-Term
1716	KIF21B	Gene-Term
1716	KIF5A	Gene-Term
1716	KIF1A	Gene-Term
1716	TMED9	Gene-Term
1717	SNCB	Gene-Term
1717	DTNBP1	Gene-Term
1717	COMT	Gene-Term
1717	YWHAG	Gene-Term
1717	FGB	Gene-Term
1717	APLP1	Gene-Term
1717	LRFN3	Gene-Term
1717	PRODH2	Gene-Term
1718	SCN2A	Gene-Term
1718	ARF6	Gene-Term
1718	ARF1	Gene-Term
1718	ARF4	Gene-Term
1718	STXBP1	Gene-Term
1718	PLCB1	Gene-Term
1718	KCNQ2	Gene-Term
1718	TBC1D24	Gene-Term
1719	HSPA8	Gene-Term
1719	HNRNPD	Gene-Term
1719	HNRNPA3	Gene-Term
1719	HNRNPR	Gene-Term
1719	ELAVL1	Gene-Term
1719	EIF4A3	Gene-Term
1719	FUS	Gene-Term
1719	HNRNPH2	Gene-Term
1720	GRIK2	Gene-Term
1720	DLG1	Gene-Term
1720	DLG4	Gene-Term
1720	GRIK4	Gene-Term
1720	GRIK5	Gene-Term
1720	DLG3	Gene-Term
1720	GRIK1	Gene-Term
1720	GRIK3	Gene-Term
1721	SNAP29	Gene-Term
1721	RAB5C	Gene-Term
1721	LAMP1	Gene-Term
1721	PSEN1	Gene-Term
1721	DNAJC5	Gene-Term
1721	ARL8A	Gene-Term
1721	SYNGR1	Gene-Term
1721	NCSTN	Gene-Term
1722	ACTR2	Gene-Term
1722	VCP	Gene-Term
1722	UNC13D	Gene-Term
1722	VAT1	Gene-Term
1722	GDI2	Gene-Term
1722	MAPK1	Gene-Term
1722	FABP5	Gene-Term
1722	PIN1	Gene-Term
1723	DAB1	Gene-Term
1723	HSPA8	Gene-Term
1723	MAPK1	Gene-Term
1723	VDAC1	Gene-Term
1723	C1QBP	Gene-Term
1723	TUFM	Gene-Term
1723	GABRB1	Gene-Term
1723	PHB2	Gene-Term
1724	CACNG4	Gene-Term
1724	PRKACA	Gene-Term
1724	PDE2A	Gene-Term
1724	ADCY8	Gene-Term
1724	ADCY1	Gene-Term
1724	PRKAR1A	Gene-Term
1724	PRKAR1B	Gene-Term
1724	PRKG2	Gene-Term
1725	VAMP7	Gene-Term
1725	VPS18	Gene-Term
1725	LAMP1	Gene-Term
1725	RAB21	Gene-Term
1725	RAB18	Gene-Term
1725	ITPR1	Gene-Term
1725	ARL8B	Gene-Term
1725	KIF1A	Gene-Term
1726	HSPA8	Gene-Term
1726	FKBP5	Gene-Term
1726	DNAJA3	Gene-Term
1726	DNAJB1	Gene-Term
1726	CHL1	Gene-Term
1726	HSP90AA1	Gene-Term
1726	BCAS2	Gene-Term
1726	CWC15	Gene-Term
1727	STX1B	Gene-Term
1727	SYT11	Gene-Term
1727	SYNJ1	Gene-Term
1727	DNAJC6	Gene-Term
1727	SNCA	Gene-Term
1727	TMEM230	Gene-Term
1727	VPS35	Gene-Term
1727	PARK7	Gene-Term
1728	CRKL	Gene-Term
1728	GAK	Gene-Term
1728	RPS6KB1	Gene-Term
1728	HPCA	Gene-Term
1728	RHEB	Gene-Term
1728	BRAF	Gene-Term
1728	MTOR	Gene-Term
1728	MAF1	Gene-Term
1729	ITGB3	Gene-Term
1729	SLC6A4	Gene-Term
1729	COMT	Gene-Term
1729	FGB	Gene-Term
1729	ATP2B1	Gene-Term
1729	APOE	Gene-Term
1729	GLUL	Gene-Term
1729	MTHFR	Gene-Term
1730	SLC2A8	Gene-Term
1730	ADCYAP1	Gene-Term
1730	TBR1	Gene-Term
1730	NTNG2	Gene-Term
1730	CPLX3	Gene-Term
1730	CDH8	Gene-Term
1730	CNTN6	Gene-Term
1730	TMEM163	Gene-Term
